movieId,released,title,actors,director,genres
7020,1992-03-20,Proof,Heather Mitchell|Geneviève Picot|Russell Crowe|Hugo Weaving,Jocelyn Moorhouse,Romance|Drama|Comedy
7022,2000-12-16,Battle Royale (Batoru rowaiaru),Takeshi Kitano|Aki Maeda|Tarô Yamamoto|Tatsuya Fujiwara,Kinji Fukasaku,Thriller|Action|Horror|Drama
7023,1993-08-04,"Wedding Banquet, The (Xi yan)",Winston Chao|May Chin|Sihung Lung|Ya-Lei Kuei,Ang Lee,Comedy|Romance|Drama
7024,1976-01-10,"Salo, or The 120 Days of Sodom (Salò o le 120 giornate di Sodoma)",Aldo Valletti|Umberto Paolo Quintavalle|Giorgio Cataldi|Paolo Bonacelli,Pier Paolo Pasolini,Drama
7025,1992-04-24,"Midnight Clear, A",Ethan Hawke|Kevin Dillon|Peter Berg|Arye Gross,Keith Gordon,Drama|War
7026,1987-07-22,Summer School,Patrick Labyorteaux|Robin Thomas|Kirstie Alley|Mark Harmon,Carl Reiner,Comedy
7027,1985-07-10,Silverado,Kevin Kline|Kevin Costner|Danny Glover|Scott Glenn,Lawrence Kasdan,Action|Western
7028,1990-07-13,Quick Change,Dale Grand|Bill Murray|Geena Davis|Bob Elliott,Bill Murray|Howard Franklin,Comedy|Crime
7029,1977-04-08,Rabid,Frank Moore|Joe Silver|Howard Ryshpan|Marilyn Chambers,David Cronenberg,Horror|Thriller
7034,1998-10-23,Show Me Love (Fucking Åmål),Mathias Rust|Alexandra Dahlström|Erica Carlson|Rebecka Liljeberg,Lukas Moodysson,Drama|Romance
7036,1985-08-23,Teen Wolf,Susan Ursitti|James Hampton|Michael J. Fox|Jerry Levine,Rod Daniel,Comedy|Fantasy
7038,2000-10-04,Things You Can Tell Just by Looking at Her,Glenn Close|Cameron Diaz|Calista Flockhart|Kathy Baker,Rodrigo García,Drama|Romance
7040,1985-11-01,To Live and Die in L.A.,William Petersen|Willem Dafoe|John Pankow|Debra Feuer,William Friedkin,Action|Crime|Drama|Thriller
7042,1986-11-07,Betty Blue (37°2 le matin),Consuelo De Haviland|Gérard Darmon|Béatrice Dalle|Jean-Hugues Anglade,Jean-Jacques Beineix,Romance|Drama
7043,1962-09-20,Vivre sa vie: Film en douze tableaux (My Life to Live),Sady Rebbot|André S. Labarthe|Guylaine Schlumberger|Anna Karina, Jean-Luc Godard,Drama
7044,1990-08-17,Wild at Heart,J.E. Freeman|Willem Dafoe|Laura Dern|Nicolas Cage,David Lynch,Crime|Thriller|Romance|Mystery|Drama
7045,1990-08-24,"Witches, The",Rowan Atkinson|Anjelica Huston|Jasen Fisher|Mai Zetterling, Nicolas Roeg,Fantasy|Children
7046,1987-06-12,"Witches of Eastwick, The",Jack Nicholson|Susan Sarandon|Cher|Michelle Pfeiffer,George Miller,Fantasy|Comedy|Thriller|Horror
7048,1997-07-18,Nothing to Lose,Martin Lawrence|John C. McGinley|Giancarlo Esposito|Tim Robbins,Steve Oedekerk,Comedy|Crime|Adventure|Action
7050,1936-02-20,Follow the Fleet,Fred Astaire|Randolph Scott|Ginger Rogers|Harriet Hilliard,Mark Sandrich,Comedy|Musical|Romance
7051,1965-06-22,"What's New, Pussycat",Peter O'Toole|Peter Sellers|Romy Schneider|Capucine,Clive Donner| Richard Talmadge,Comedy
7055,1936-10-12,Swing Time,Ginger Rogers|Victor Moore|Fred Astaire|Helen Broderick,George Stevens,Romance|Comedy|Musical
7056,1931-04-23,"Public Enemy, The",Joan Blondell|Jean Harlow|Edward Woods|James Cagney,William A. Wellman,Crime|Drama|Action
7058,1947-09-13,Life with Father,William Powell|Edmund Gwenn|Irene Dunne|Elizabeth Taylor,Michael Curtiz,Comedy
7059,1945-01-26,National Velvet,Mickey Rooney|Elizabeth Taylor|Donald Crisp|Anne Revere,Clarence Brown,Drama|Children
7060,1973-08-15,Jesus Christ Superstar,Yvonne Elliman|Carl Anderson|Ted Neeley|Barry Dennen,Norman Jewison,Musical|Drama
7061,1939-04-22,Dark Victory,Bette Davis|Geraldine Fitzgerald|George Brent|Humphrey Bogart,Edmund Goulding,Drama|Romance
7062,1962-07-03,Birdman of Alcatraz,Burt Lancaster|Karl Malden|Thelma Ritter|Neville Brand,John Frankenheimer,Drama
7063,1977-04-03,"Aguirre: The Wrath of God (Aguirre, der Zorn Gottes)",Helena Rojo|Klaus Kinski|Ruy Guerra|Del Negro,Werner Herzog,Drama|Adventure
7064,1947-12-23,Beauty and the Beast (La belle et la bête),Josette Day|Mila Parély|Nane Germon|Jean Marais,Jean Cocteau| René Clément,Fantasy|Drama
7065,1915-03-03,"Birth of a Nation, The",Henry B. Walthall|Miriam Cooper|Lillian Gish|Mae Marsh,D. W. Griffith,War|Drama
7067,1965-11-03,Juliet of the Spirits (Giulietta degli spiriti),Giulietta Masina|Mario Pisu|Valentina Cortese|Sandra Milo,Federico Fellini,Drama|Comedy|Romance|Fantasy
7068,1962-03-07,Last Year at Marienbad (L'Année dernière à Marienbad),Delphine Seyrig|Giorgio Albertazzi|Sacha Pitoëff|Françoise Bertin,Alain Resnais,Romance|Mystery|Drama
7069,1971-10-13,"Macbeth (a.k.a. Tragedy of Macbeth, The)",Martin Shaw|Terence Bayler|Jon Finch|Francesca Annis,Roman Polanski,Drama
7070,1948-09-17,Red River,John Wayne|Montgomery Clift|Joanne Dru|Walter Brennan,Howard Hawks,Action|Adventure|Western
7071,1974-11-18,"Woman Under the Influence, A",Peter Falk|Gena Rowlands|Fred Draper|Lady Rowlands,John Cassavetes,Drama
7072,1939-03-02,Stagecoach,Claire Trevor|John Carradine|John Wayne|Andy Devine,John Ford,Romance|Western|Action|Drama
7073,1964-06-23,"Shot in the Dark, A",Peter Sellers|George Sanders|Elke Sommer|Herbert Lom,Blake Edwards,Comedy|Crime|Mystery
7074,1924-10-13,"Navigator, The",Clarence Burton|Kathryn McGuire|Buster Keaton|Frederick Vroom,Buster Keaton|Donald Crisp,Comedy
7075,1956-01-27,"Court Jester, The",Glynis Johns|Danny Kaye|Angela Lansbury|Basil Rathbone,Melvin Frank| Norman Panama,Adventure|Comedy|Musical
7076,1968-10-17,Bullitt,Jacqueline Bisset|Don Gordon|Robert Vaughn|Steve McQueen,Peter Yates,Thriller|Crime|Drama|Action
7078,1938-03-26,Jezebel,Bette Davis|Margaret Lindsay|Henry Fonda|George Brent,William Wyler,Drama
7079,1939-12-29,"Hunchback of Notre Dame, The",Thomas Mitchell|Charles Laughton|Cedric Hardwicke|Maureen O'Hara,William Dieterle,Drama
7080,1933-03-11,42nd Street,Ruby Keeler|Warner Baxter|Bebe Daniels|George Brent,Lloyd Bacon,Drama|Musical|Romance
7081,1933-10-06,I'm No Angel,Edward Arnold|Mae West|Gregory Ratoff|Cary Grant,Wesley Ruggles,Comedy
7082,1962-06-14,That Touch of Mink,Doris Day|Cary Grant|Audrey Meadows|Gig Young,Delbert Mann,Romance|Comedy
7083,1985-10-11,Sweet Dreams,Ed Harris|Jessica Lange|David Clennon|Ann Wedgeworth,Karel Reisz,Drama
7084,1972-05-04,"Play It Again, Sam",Jerry Lacy|Tony Roberts|Diane Keaton|Woody Allen,Herbert Ross,Comedy|Romance
7085,1964-10-14,Send Me No Flowers,Doris Day|Rock Hudson|Paul Lynde|Tony Randall,Norman Jewison,Romance|Comedy
7086,1939-03-03,Pygmalion,Marie Lohr|Wilfrid Lawson|Wendy Hiller|Leslie Howard,Leslie Howard|Anthony Asquith,Drama|Comedy
7087,1985-02-01,"Passage to India, A",Victor Banerjee|Judy Davis|James Fox|Peggy Ashcroft,David Lean,Drama|Adventure
7088,1959-12-21,Black Orpheus (Orfeu Negro),Marcel Camus|Fausto Guerzoni|Breno Mello|Marpessa Dawn,Marcel Camus,Romance|Drama
7089,1974-09-19,Amarcord,Pupella Maggio|Armando Brancia|Magali Noël|Ciccio Ingrassia,Federico Fellini,Drama|Comedy
7090,2004-08-27,Hero (Ying xiong),Tony Leung Chiu-Wai|Ziyi Zhang|Maggie Cheung|Jet Li,Yimou Zhang,Drama|Adventure|Action
7091,1932-08-19,Horse Feathers,Zeppo Marx|Chico Marx|Harpo Marx|Groucho Marx,Norman Z. McLeod,Comedy
7093,1974-12-17,"Front Page, The",Jack Lemmon|Walter Matthau|Susan Sarandon|Vincent Gardenia,Billy Wilder,Comedy
7095,1978-03-13,Looking for Mr. Goodbar,Diane Keaton|Richard Kiley|Tuesday Weld|William Atherton,Richard Brooks|Richard Brooks,Drama
7096,2002-03-07,Rivers and Tides,Andy Goldsworthy,Thomas Riedelsheimer,Documentary
7099,1984-03-11,Nausicaä of the Valley of the Wind (Kaze no tani no Naushika),Sumi Shimamoto|Mahito Tsujimura|Hisako Kyôda|Gorô Naya,Hayao Miyazaki,Fantasy|Sci-Fi|Adventure|Animation|Drama
7101,1991-08-02,Doc Hollywood,Woody Harrelson|Barnard Hughes|Julie Warner|Michael J. Fox,Michael Caton-Jones,Comedy|Romance
7102,1987-06-26,Dragnet,Tom Hanks|Dan Aykroyd|Harry Morgan|Christopher Plummer,Tom Mankiewicz,Comedy|Crime|Drama
7104,1979-12-14,1941,Dan Aykroyd|Ned Beatty|John Belushi|Lorraine Gary,Steven Spielberg,War|Comedy
7107,1978-07-14,Foul Play,Burgess Meredith|Goldie Hawn|Chevy Chase|Rachel Roberts,Colin Higgins,Comedy|Thriller
7108,1993-06-24,Crime Story (Zhong an zu),Puishan Auyeung|Kar-Ying Law|Kent Cheng|Jackie Chan,Kirk Wong|Jackie Chan,Drama|Crime|Action
7110,1969-04-01,Blind Beast (Môjuu),Mako Midori|Noriko Sengoku|Eiji Funakoshi,Yasuzô Masumura,Thriller|Drama
7111,1971-01-01,Ryan's Daughter,Robert Mitchum|John Mills|Christopher Jones|Trevor Howard,David Lean,Romance|Drama
7115,1976-06-11,Deep Red (Profondo rosso),David Hemmings|Macha Méril|Gabriele Lavia|Daria Nicolodi,Dario Argento,Mystery|Horror|Thriller
7116,1955-11-21,Diabolique (Les diaboliques),Véra Clouzot|Simone Signoret|Charles Vanel|Paul Meurisse,Henri-Georges Clouzot,Horror|Thriller|Mystery
7117,1993-01-08,Leprechaun,Warwick Davis|Ken Olandt|Jennifer Aniston|Mark Holton,Mark Jones,Horror|Comedy
7121,1949-11-18,Adam's Rib,Spencer Tracy|Katharine Hepburn|Tom Ewell|Judy Holliday,George Cukor,Romance|Comedy
7122,1967-06-19,King of Hearts,Pierre Brasseur|Geneviève Bujold|Adolfo Celi|Jean-Claude Brialy,Philippe de Broca,War|Comedy|Drama
7123,1992-04-24,Naked Lunch,Judy Davis|Peter Weller|Ian Holm|Julian Sands,David Cronenberg,Drama|Sci-Fi|Fantasy|Mystery
7125,2000-12-08,Spring Forward,Ned Beatty|Campbell Scott|Liev Schreiber|Ian Hart,Tom Gilroy,Drama
7126,1977-10-08,"Killing of a Chinese Bookie, The",Ben Gazzara|Seymour Cassel|Timothy Carey|Robert Phillips,John Cassavetes,Drama|Film-Noir|Comedy|Crime|Musical
7130,1965-08-03,Darling,Dirk Bogarde|José Luis de Vilallonga|Laurence Harvey|Julie Christie,John Schlesinger,Drama
7131,1959-11-18,"Summer Place, A",Dorothy McGuire|Sandra Dee|Arthur Kennedy|Richard Egan,Delmer Daves,Drama
7132,1935-11-15,"Night at the Opera, A",Groucho Marx|Harpo Marx|Chico Marx|Kitty Carlisle,Sam Wood,Romance|Musical|Comedy
7135,1962-07-23,Shoot the Piano Player (Tirez sur le pianiste),Nicole Berger|Michèle Mercier|Charles Aznavour|Marie Dubois,François Truffaut,Drama|Crime|Thriller|Romance
7136,1969-02-01,Stolen Kisses (Baisers volés),Delphine Seyrig|Michael Lonsdale|Claude Jade|Jean-Pierre Léaud,François Truffaut,Drama|Comedy|Romance
7137,2004-01-16,"Cooler, The",Alec Baldwin|Shawn Hatosy|William H. Macy|Maria Bello,Wayne Kramer,Romance|Drama|Comedy
7139,2004-02-06,In America,Samantha Morton|Paddy Considine|Emma Bolger|Sarah Bolger,Jim Sheridan,Romance|Drama
7142,2003-12-05,Honey,Jessica Alba|Romeo Miller|Mekhi Phifer|Joy Bryant,Bille Woodruff,Romance|Drama
7143,2003-12-05,"Last Samurai, The",Tom Cruise|Ken Watanabe|Chad Lindberg|William Atherton,Edward Zwick,War|Drama|Adventure|Action
7147,2004-01-09,Big Fish,Albert Finney|Ewan McGregor|Billy Crudup|Jessica Lange,Tim Burton,Romance|Fantasy|Drama
7149,2003-12-12,Something's Gotta Give,Jack Nicholson|Frances McDormand|Diane Keaton|Keanu Reeves,Nancy Meyers,Comedy|Drama|Romance
7150,2003-12-12,Stuck on You,Matt Damon|Wen Yann Shih|Greg Kinnear|Eva Mendes, Peter Farrelly|Bobby Farrelly,Comedy
7151,2004-01-30,Girl with a Pearl Earring,Judy Parfitt|Colin Firth|Tom Wilkinson|Scarlett Johansson,Peter Webber,Drama|Romance
7152,2004-02-27,"Statement, The",Tilda Swinton|Alan Bates|Michael Caine|Jeremy Northam,Norman Jewison,Drama|Thriller
7153,2003-12-17,"Lord of the Rings: The Return of the King, The",Noel Appleby|Sean Astin|David Aston|Ali Astin,Peter Jackson,Action|Fantasy|Adventure|Drama
7154,2003-12-19,Mona Lisa Smile,Julia Roberts|Julia Stiles|Maggie Gyllenhaal|Kirsten Dunst,Mike Newell,Drama|Romance
7155,2004-01-01,Calendar Girls,Helen Mirren|Linda Bassett|John Alderton|Julie Walters,Nigel Cole,Comedy
7156,2004-03-05,"Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The",Barry Goldwater|Errol Morris|Fidel Castro|Robert McNamara,Errol Morris,War|Documentary
7158,2004-01-09,House of Sand and Fog,Ben Kingsley|Jennifer Connelly|Ron Eldard|Frances Fisher,Vadim Perelman,Drama
7160,2004-01-30,Monster,Charlize Theron|Christina Ricci|Lee Tergesen|Bruce Dern,Patty Jenkins,Crime|Drama
7161,2003-12-25,Cheaper by the Dozen,Bonnie Hunt|Steve Martin|Tom Welling|Piper Perabo,Shawn Levy,Children|Comedy
7162,2003-12-25,Cold Mountain,Jude Law|Nicole Kidman|Eileen Atkins|Renée Zellweger,Anthony Minghella,Drama|War|Romance
7163,2003-12-25,Paycheck,Aaron Eckhart|Ben Affleck|Paul Giamatti|Uma Thurman,John Woo,Sci-Fi|Action|Thriller
7164,2003-12-25,Peter Pan,Jason Isaacs|Jeremy Sumpter|Lynn Redgrave|Rachel Hurd-Wood,P.J. Hogan,Action|Children|Adventure|Fantasy
7165,2004-05-20,"Company, The",Malcolm McDowell|Neve Campbell|James Franco|Barbara E. Robertson,Robert Altman,Musical|Drama
7171,2003-11-21,Aileen: Life and Death of a Serial Killer,Nick Broomfield|Terry Humphreys-Slay|Leitha Prather|Aileen Wuornos,Nick Broomfield| Joan Churchill,Documentary
7172,2002-12-20,Distant (Uzak),Muzaffer Özdemir|Emin Toprak|Zuhal Gencer|Nazan Kesal,Nuri Bilge Ceylan,Drama
7173,2004-01-16,Along Came Polly,Jennifer Aniston|Ben Stiller|Debra Messing|Philip Seymour Hoffman,John Hamburg,Comedy|Romance
7177,2003-06-27,Osama,Arif Herati|Zubaida Sahar|Mohammad Nadir Khwaja|Marina Golbahari,Siddiq Barmak,Drama
7178,1974-03-29,"Great Gatsby, The",Mia Farrow|Karen Black|Bruce Dern|Robert Redford,Jack Clayton,Drama
7179,1992-10-16,Wuthering Heights,Juliette Binoche|Janet McTeer|Ralph Fiennes|Sophie Ward,Peter Kosminsky,Drama|Romance
7180,1959-10-15,Odds Against Tomorrow,Shelley Winters|Ed Begley|Harry Belafonte|Robert Ryan,Robert Wise,Crime|Drama|Thriller
7182,1966-07-29,Lord Love a Duck,Tuesday Weld|Roddy McDowall|Martin West|Lola Albright,George Axelrod,Comedy
7186,1992-03-06,Once Upon a Crime...,Jim Belushi|John Candy|Sean Young|Cybill Shepherd,Eugene Levy,Comedy|Mystery
7189,1994-01-28,"Car 54, Where Are You?",David Johansen|John C. McGinley|Fran Drescher|Nipsey Russell,Bill Fishman,Comedy
7190,1971-03-24,Jane Eyre,George C. Scott|Jack Hawkins|Susannah York|Ian Bannen,Delbert Mann,Drama
7192,1993-08-27,Only the Strong,Mark Dacascos|Stacey Travis|Geoffrey Lewis|Paco Christian Prieto,Sheldon Lettich,Action
7193,1990-07-11,"Adventures of Ford Fairlane, The",Wayne Newton|Priscilla Presley|Morris Day|Andrew Dice Clay,Renny Harlin,Action|Comedy
7195,1951-02-24,"Enforcer, The",Humphrey Bogart|Everett Sloane|Ted de Corsia|Zero Mostel,Raoul Walsh|Bretaigne Windust,Crime|Drama|Film-Noir
7196,1950-09-01,"Men, The",Jack Webb|Everett Sloane|Teresa Wright|Marlon Brando,Fred Zinnemann,Drama
7198,1987-09-18,The Pick-up Artist,Molly Ringwald|Robert Downey Jr.|Dennis Hopper|Danny Aiello,James Toback,Romance|Drama|Crime|Comedy
7199,2003-12-04,Melvin Goes to Dinner,Michael Blieden|Stephanie Courtney|Matt Price|Annabelle Gurwitch,Bob Odenkirk,Drama|Comedy
7204,1967-06-01,Hells Angels on Wheels,Jana Taylor|Sabrina Scharf|Jack Nicholson|Adam Roarke,Richard Rush,Drama
7206,1958-11-03,Mon Oncle (My Uncle),Lucien Frégis|Betty Schneider|Jean-Pierre Zola|Adrienne Servantie,Jacques Tati,Comedy
7207,1960-12-28,Where the Boys Are,Dolores Hart|Jim Hutton|Yvette Mimieux|George Hamilton,Henry Levin,Comedy
7208,1941-09-01,Dr. Jekyll and Mr. Hyde,Spencer Tracy|Ingrid Bergman|Lana Turner|Donald Crisp,Victor Fleming,Horror|Drama
7209,1954-06-16,"M. Hulot’s Holiday (Mr. Hulot's Holiday) (Vacances de Monsieur Hulot, Les)",Lucien Frégis|André Dubois|Louis Pérault|Jacques Tati,Jacques Tati,Comedy
7210,1946-12-03,My Darling Clementine,Henry Fonda|Cathy Downs|Victor Mature|Linda Darnell,John Ford,Western
7211,1951-08-29,People Will Talk,Cary Grant|Finlay Currie|Jeanne Crain|Hume Cronyn,Joseph L. Mankiewicz,Romance|Comedy
7212,1949-08-19,I Was a Male War Bride,Cary Grant|Marion Marshall|Ann Sheridan|Randy Stuart,Howard Hawks,Comedy|Romance
7215,1945-01-20,To Have and Have Not,Humphrey Bogart|Walter Brennan|Lauren Bacall|Dolores Moran,Howard Hawks,Drama|Romance|Adventure|Thriller|War
7216,1941-01-25,High Sierra,Ida Lupino|Alan Curtis|Humphrey Bogart|Arthur Kennedy,Raoul Walsh,Film-Noir|Thriller|Crime|Drama
7217,1947-09-27,Dark Passage,Humphrey Bogart|Agnes Moorehead|Bruce Bennett|Lauren Bacall,Delmer Daves,Crime|Drama|Thriller|Film-Noir|Romance
7219,1940-08-03,They Drive by Night,George Raft|Ida Lupino|Ann Sheridan|Humphrey Bogart,Raoul Walsh,Drama
7223,1950-04-30,D.O.A.,Edmond O'Brien|Luther Adler|Pamela Britton|Beverly Garland,Rudolph Maté,Mystery|Film-Noir|Drama
7228,1992-07-10,Cool World,Gabriel Byrne|Kim Basinger|Brad Pitt|Michele Abrams,Ralph Bakshi,Animation|Fantasy|Comedy
7234,1956-07-16,"Strada, La",Richard Basehart|Anthony Quinn|Giulietta Masina|Aldo Silvani,Federico Fellini,Drama
7235,2002-07-25,Ichi the Killer (Koroshiya 1),Nao Ōmori|Tadanobu Asano|Paulyn Sun|Shin'ya Tsukamoto,Takashi Miike,Horror|Drama|Thriller|Action|Crime|Comedy
7236,1975-11-01,"Boy and His Dog, A",Tim McIntire|Susanne Benton|Jason Robards|Don Johnson,L.Q. Jones,Sci-Fi
7238,1961-05-29,Ashes and Diamonds (Popiól i diament),Zbigniew Cybulski|Ewa Krzyzewska|Waclaw Zastrzezynski|Adam Pawlikowski,Andrzej Wajda,Drama|War
7243,1916-09-05,Intolerance: Love's Struggle Throughout the Ages,Frank Bennett|Mary Alden|Spottiswoode Aitken|Lillian Gish,D. W. Griffith,Drama
7245,1960-09-22,Tormented,Richard Carlson|Lugene Sanders|Juli Reding|Susan Gordon,Bert I. Gordon,Thriller|Horror
7247,1968-12-18,Chitty Chitty Bang Bang,Dick Van Dyke|Sally Ann Howes|Lionel Jeffries|Gert Fröbe,Ken Hughes,Fantasy|Musical|Adventure|Children|Comedy
7248,2001-08-17,"Suriyothai (a.k.a. Legend of Suriyothai, The)",Johnny Anfone|Chatchai Plengpanich|Sarunyu Wongkrachang|M.L. Piyapas Bhirombhakdi,Chatrichalerm Yukol,Drama|War|Action|Adventure
7250,1970-05-28,"Out of Towners, The",Jack Lemmon|Sandy Dennis|Sandy Baron|Anne Meara,Arthur Hiller,Comedy
7254,2004-01-23,The Butterfly Effect,Amy Smart|Elden Henson|Ashton Kutcher|Melora Walters,Eric Bress| J. Mackye Gruber,Sci-Fi|Thriller|Drama
7255,2004-01-23,Win a Date with Tad Hamilton!,Josh Duhamel|Topher Grace|Kate Bosworth|Nathan Lane,Robert Luketic,Romance|Comedy
7256,2004-03-12,Touching the Void,Brendan Mackey|Nicholas Aaron|Richard Hawking|Joe Simpson,Kevin Macdonald,Documentary|Adventure
7257,2004-01-30,"Big Bounce, The",Morgan Freeman|Owen Wilson|Charlie Sheen|Vinnie Jones,George Armitage,Thriller|Crime|Comedy
7258,2004-01-30,"Perfect Score, The",Chris Evans|Scarlett Johansson|Leonardo Nam|Bryan Greenberg,Brian Robbins,Crime|Comedy
7260,2004-07-01,Latter Days,Steve Sandvoss|Wes Ramsey|Rebekah Johnson|Amber Benson,C. Jay Cox,Romance|Drama|Comedy
7263,2004-02-06,Miracle,Kurt Russell|Patricia Clarkson|Noah Emmerich|Sean McCann,Gavin O'Connor,Drama
7265,2004-02-20,"Dreamers, The",Michael Pitt|Eva Green|Louis Garrel|Anna Chancellor,Bernardo Bertolucci,Drama
7266,2001-09-01,"Lost Skeleton of Cadavra, The",Fay Masterson|Andrew Parks|Brian Howe|Susan McConnell,Larry Blamire,Sci-Fi|Comedy|Horror
7272,1972-08-04,Super Fly (Superfly),Carl Lee|Ron O'Neal|Julius Harris|Sheila Frazier,Gordon Parks Jr.,Crime|Drama|Action
7282,2003-09-18,"Hip Hop Witch, Da",Pras Michel|Ja Rule|Eminem|Vanilla Ice,Dale Resteghini,Thriller|Comedy|Horror
7283,1984-04-13,Swing Shift,Goldie Hawn|Kurt Russell|Fred Ward|Christine Lahti,Jonathan Demme,Drama
7285,2003-09-19,Thirteen,Holly Hunter|Nikki Reed|Evan Rachel Wood|Vanessa Hudgens,Catherine Hardwicke,Drama
7293,2004-02-13,50 First Dates,Sean Astin|Adam Sandler|Rob Schneider|Drew Barrymore,Peter Segal,Romance|Comedy
7294,2004-02-20,Welcome to Mooseport,Gene Hackman|Ray Romano|Marcia Gay Harden|Maura Tierney,Donald Petrie,Comedy
7299,2004-04-09,Monsieur Ibrahim (Monsieur Ibrahim et les fleurs du Coran),Isabelle Renauld|Omar Sharif|Gilbert Melki|Pierre Boulanger,François Dupeyron,Drama
7300,1971-03-13,Vanishing Point,Dean Jagger|Victoria Medlin|Barry Newman|Cleavon Little,Richard C. Sarafian,Action|Drama
7302,1924-03-23,"Thief of Bagdad, The",Douglas Fairbanks|Snitz Edwards|Charles Belcher|Julanne Johnston,Raoul Walsh,Action|Adventure|Fantasy
7303,1959-04-17,The Diary of Anne Frank,Millie Perkins|Joseph Schildkraut|Shelley Winters|Richard Beymer,George Stevens,Drama|War
7305,1987-02-06,Black Widow,Debra Winger|Dennis Hopper|Theresa Russell|Sami Frey,Bob Rafelson,Crime|Drama|Mystery|Thriller
7307,1985-08-30,Flesh & Blood,Tom Burlinson|Rutger Hauer|Jennifer Jason Leigh|Jack Thompson,Paul Verhoeven,Action|Adventure|Drama|War
7308,1985-11-22,King Solomon's Mines,Richard Chamberlain|John Rhys-Davies|Herbert Lom|Sharon Stone,J. Lee Thompson,Adventure|Comedy
7309,1926-03-08,"Black Pirate, The",Sam De Grasse|Donald Crisp|Tempe Pigott|Billie Dove,Albert Parker,Adventure|Action
7311,1939-07-28,"Goodbye, Mr. Chips",Robert Donat|John Mills|Terry Kilburn|Greer Garson,Sam Wood,Romance|Drama
7312,1966-12-01,"Follow Me, Boys!",Lillian Gish|Charles Ruggles|Fred MacMurray|Vera Miles,Norman Tokar,Drama|Comedy
7315,2004-02-20,Against the Ropes,Omar Epps|Meg Ryan|Charles S. Dutton|Tony Shalhoub,Charles S. Dutton,Drama|Comedy
7316,2004-02-20,Confessions of a Teenage Drama Queen,Glenne Headly|Alison Pill|Lindsay Lohan|Adam Garcia,Sara Sugarman,Comedy
7317,2004-02-20,EuroTrip,Cathy Meils|Kristin Kreuk|Jacob Pitts|Scott Mechlowicz,Jeff Schaffer| Alec Berg,Adventure|Comedy
7318,2004-02-25,"Passion of the Christ, The",Jim Caviezel|Francesco De Vito|Maia Morgenstern|Christo Jivkov,Mel Gibson,Drama
7319,2004-02-27,Club Dread,Jay Chandrasekhar|Kevin Heffernan|Tanja Reichert|Nat Faxon,Jay Chandrasekhar,Horror|Comedy
7320,2004-02-27,Dirty Dancing: Havana Nights,Diego Luna|Romola Garai|Sela Ward|John Slattery,Guy Ferland,Romance
7323,2004-05-14,"Good bye, Lenin!",Katrin Saß|Daniel Brühl|Maria Simon|Chulpan Khamatova,Wolfgang Becker,Comedy|Drama
7324,2004-03-05,Hidalgo,Omar Sharif|Zuleikha Robinson|Viggo Mortensen|Louise Lombard,Joe Johnston,Drama|Adventure
7325,2004-03-05,Starsky & Hutch,Fred Williamson|Snoop Dogg|Owen Wilson|Ben Stiller,Todd Phillips,Action|Thriller|Comedy|Crime
7327,1967-03-16,Persona,Bibi Andersson|Gunnar Björnstrand|Margaretha Krook|Liv Ullmann,Ingmar Bergman,Drama
7334,1976-09-17,"Front, The",Zero Mostel|Herschel Bernardi|Michael Murphy|Woody Allen,Martin Ritt,Comedy|Drama
7335,1953-08-01,Pickup on South Street,Richard Widmark|Jean Peters|Thelma Ritter|Murvyn Vye,Samuel Fuller,Film-Noir
7340,1985-04-26,Just One of the Guys,Joyce Hyser|Clayton Rohner|Billy Jayne|Toni Hudson,Lisa Gottlieb,Comedy
7343,2000-03-09,Wisconsin Death Trip,Ian Holm|Jeffrey Golden|Marcus Monroe,James Marsh,Documentary
7346,2004-04-09,"Girl Next Door, The",Elisha Cuthbert|Timothy Olyphant|James Remar|Emile Hirsch,Luke Greenfield,Romance|Comedy
7347,2004-03-12,Secret Window,Johnny Depp|John Turturro|Maria Bello|Timothy Hutton,David Koepp,Mystery|Thriller
7348,2004-03-12,Spartan,Derek Luke|Tia Texada|Val Kilmer|Jeremie Campbell,David Mamet,Thriller
7349,2002-10-24,Broken Wings (Knafayim Shvurot),Nitai Gvirtz|Daniel Magon|Maya Maron|Orly Silbersatz Banai,Nir Bergman,Drama
7352,2002-11-08,Wilbur Wants to Kill Himself,Shirley Henderson|Lisa McKinlay|Jamie Sives|Adrian Rawlins,Lone Scherfig,Comedy|Romance|Drama
7354,1993-03-05,Mad Dog and Glory,Bill Murray|Robert De Niro|David Caruso|Uma Thurman,John McNaughton,Drama|Comedy|Romance
7355,1997-10-31,Mr. Toad's Wild Ride (a.k.a. The Wind in the Willows),Terry Jones|Antony Sher|Steve Coogan|Eric Idle,Terry Jones,Comedy|Animation|Adventure
7357,1958-03-03,Peyton Place,Lana Turner|Lee Philips|Lloyd Nolan|Arthur Kennedy,Mark Robson,Romance|Drama
7358,2002-07-13,Searching for Debra Winger,Patricia Arquette|Katrin Cartlidge|Rosanna Arquette|Emmanuelle Béart,Rosanna Arquette,Documentary
7360,2004-03-19,Dawn of the Dead,Sarah Polley|Ving Rhames|Mekhi Phifer|Jake Weber,Zack Snyder,Action|Drama|Horror|Thriller
