accidents,traffic_fine_amount,traffic_density,traffic_lights,pavement_quality,urban_area,average_speed,rain_intensity,vehicle_count,time_of_day
25,2.5615,8.8653,301,4.5374,1,207.692,8.055,9.1019,139.207
24,4.4178,5.6228,9.336,5.861,1,4.1729,1.5648,345.564,6.846
13,8.213,2.521,3.105,7.261,0,6.9605,1.8707,705.333,5.4366
29,4.5288,9.5489,3.605,414,0,441.224,2.3733,239.168,1.7029
11,7.7569,4.8335,4.732,4.6763,1,245.052,7.506,5.9363,4.9174
25,2.1294,3.3169,5.617,2.3758,1,8.1497,2.1514,6.6839,11.7581
16,7.9549,1.815,8.087,3.216,1,44.703,353,264.011,7.1728
24,3.1324,2.4445,1.903,1.6076,1,422.639,2.1127,143.921,2.1123
25,7.0965,8.3285,8.717,1.7571,1,1.1512,2.7579,378.709,11.5694
17,6.092,6.1441,7.575,4.0478,0,290.495,2.551,181.342,170.037
15,9.3623,9.1325,7.227,3.6774,1,12.2168,3.501,350.871,1.275
18,4.4859,2.3197,868,3.4469,0,266.568,1.6717,450.042,211.777
21,1.5955,1.2114,216,1.093,1,139.634,1.392,745.114,156.737
22,1.1724,609,594,4.5535,1,157.938,5.622,235.126,12.4666
17,8.4417,5.0786,8.631,1.0778,1,300.926,5.706,480.313,9.5116
25,5.7226,9.9831,5.844,3.1453,1,26.943,1.4437,817.202,9.4389
19,7.9772,6.9497,2.132,3.091,1,197.596,7.455,986.513,8.0534
21,3.1098,3.0839,905,4.076,0,5.3784,1.4266,561.733,2.7775
26,4.1058,8.7686,6.996,479,1,484.712,1.5635,437.997,1.9018
30,1.2709,7.8172,7.218,2.8296,1,8.7303,2.1919,635.218,7.4119
13,9.6534,1.542,1.725,3.1469,1,316.559,2.838,491.433,160.095
21,7.0108,8.1686,282,2.523,1,4.1372,1.5112,173.109,6.9215
12,9.3988,3.1953,4.083,1.4524,0,344.156,1.065,464.853,194.944
19,3.3895,1.4967,5.827,4.2573,1,4.742,7.761,979.309,9.127
18,6.5032,2.2633,706,5.065,1,11.4754,1.904,644.024,151.486
22,7.1065,4.6858,8.099,1.0827,1,323.493,2.8288,290.598,10.3659
22,3.8579,4.2487,6.105,2.122,0,141.468,2.294,947.675,11.9478
8,8.633,2.8889,1.109,4.2114,0,266.425,6.183,394.696,6.1939
15,9.5245,1.7222,6.826,1.2742,1,6.2253,2.6799,39.622,12.3329
18,8.9637,7.6223,9.842,4.9857,1,10.12,2.2065,620.433,2.6557
20,7.6516,9.9011,9.056,1.7763,0,366.888,3.838,573.284,9.2824
26,3.4972,7.7779,8.717,1.9322,1,1.7569,2.1384,297.532,10.7592
19,3.5345,2.9594,3.022,6.105,1,5.59,8.681,47.241,168.959
12,9.6702,2.4481,7.508,3.401,1,10.7478,1.4742,339.188,9.6053
24,1.0926,2.1767,8.511,1.2173,1,1.1995,9.007,740.403,159.705
10,7.4444,1.367,6.783,3.1443,1,4.7689,2.522,131.278,4.1908
19,7.3562,5.5133,2.506,1.1158,0,140.696,2.3058,752.749,6.054
22,6.6042,6.054,9.538,1.9394,1,4.6459,2.4861,169.555,12.1427
13,9.911,7.055,4.508,4.2834,1,43.306,6.959,312.922,11.3729
21,3.8069,6.8021,1.298,3.6945,1,3.3037,7.189,339.998,160.741
24,4.0597,2.9233,1.098,773,1,430.492,1.2899,990.508,7.5251
26,1.7105,3.3031,6.475,3.0385,0,41.143,2.4344,593.924,7.168
16,4.9852,6.8151,4.377,3.1432,0,5.0381,2.318,779.779,173.657
25,3.3494,3.4945,945,4.528,1,1.2596,2.4261,559.824,226.131
21,4.0905,2.1262,7.404,2.329,0,2.4996,2.7682,983.326,9.4623
18,8.5111,3.7434,7.993,1.3033,1,295.189,1.6845,185.608,146.671
11,9.4194,2.7208,7.254,2.3357,1,335.177,1.812,608.825,130.725
20,2.6716,8.831,2.023,3.8854,1,310.327,8.087,799.408,13.584
26,4.3526,8.3014,6.898,7.913,1,270.738,3.342,632.271,20.817
18,9.3577,8.5311,107,6.165,1,8.7342,7.779,897.967,176.721
28,1.5563,2.1975,3.051,1.3466,1,420.477,2.4353,604.701,184.749
18,1.8312,6.477,3.988,4.7614,1,163.777,167,828.174,2.1609
28,2.4651,7.3883,8.352,3.7391,1,493.089,8.515,184.039,3.521
18,6.3569,2.1153,3.904,973,0,192.429,1.5509,269.443,159.193
26,2.3543,3.9344,113,2.005,1,131.502,2.6221,449.628,12.971
12,9.7127,6.414,3.523,1.287,1,447.125,7.499,853.102,185.827
20,5.0204,2.2627,4.989,3.1907,1,283.707,2.335,432.294,2.2338
26,5.5137,7.929,949,2.2965,1,360.925,1.7507,631.184,135.957
28,3.2199,8.044,941,4.8225,1,204.199,2.0291,401.853,11.6657
24,5.2386,2.0708,1.809,1.0949,1,443.458,2.5853,807.663,205.125
13,6.9572,3.3591,1.851,2.9393,1,458.863,792,208.285,4.4916
13,7.7606,1.3424,1.634,3.5011,0,218.384,1.5892,597.832,8.3691
13,7.7848,7.417,7.889,4.1278,0,12.0362,2.2416,582.111,3.6113
23,6.201,9.9217,6,2.0349,0,323.836,2.6538,409.209,10.8416
15,9.1392,6.5559,1.272,3.4346,1,477.292,3.981,708.077,211.537
17,8.3567,5.421,538,1.516,1,311.223,1.0244,3.8192,16.088
20,7.8134,7.655,2.476,2.1774,1,477.111,2.357,843.085,178.632
27,1.5004,8.4008,924,4.4781,1,171.904,2.5048,354.486,2.2401
31,1.0619,8.0671,3.599,4.7495,1,45.754,2.5721,795.092,10.8486
20,2.912,1.654,2.742,3.5941,1,5.6283,1.4508,312.009,201.281
13,6.9717,1.8681,5.111,1.8718,0,179.417,624,196.027,200.995
20,4.7008,6.5491,9.792,4.1003,1,247.236,3.066,395.595,237.125
24,4.6217,3.7576,1.243,1.293,1,326.555,1.8731,799.393,12.625
19,8.9613,9.8248,3.727,5.137,0,14.707,2.9479,706.483,497
21,9.0601,6.654,932,3.3069,1,46.212,2.5166,407.021,215.775
25,9.1826,9.5655,8.769,1.4562,1,451.748,2.3938,93.849,229.487
20,3.8249,2.0145,3.943,4.7569,1,399.668,1.2539,414.688,222.659
24,7.2195,8.6396,699,2.1803,1,5.7181,2.9556,357.245,185.259
21,3.4447,3.2135,879,2.1468,1,3.9145,2.4749,153.272,5.086
27,2.7155,9.8956,7.125,3.3904,1,249.066,1.007,7.9576,3.3374
22,2.6617,1.5769,9.729,3.8378,0,382.672,2.2455,356.403,168.213
20,4.079,5.1634,5.375,2.3778,1,6.1618,1.2976,10.1082,3.3702
28,4.8696,7.9284,4.985,01.07,1,320.719,1.9814,468.009,228.796
18,8.4785,4.3264,1.873,3.8665,1,263.928,2.9102,861.409,10.6999
22,2.079,4.6808,6.338,1.6018,0,362.995,7.394,481.355,7.396
22,7.6143,9.8636,5.904,8.756,1,217.688,2.385,485.775,3.6142
19,5.7831,4.2531,6.519,3.1582,1,346.648,1.7711,260.906,6.9715
25,3.5915,6.0407,261,4.523,1,7.9804,2.8499,174.633,168.901
13,5.4354,5.454,5.487,4.8568,1,10.7297,4.034,230.106,17.695
26,3.6995,8.4221,5.949,3.162,0,451.667,2.1591,572.309,5.1126
15,6.3647,6.4817,2.075,4.9295,1,164.688,1.115,595.875,155.653
20,4.9046,4.0402,2.083,1.6945,1,492.753,7.397,227.986,7.639
17,2.4796,1.617,2.762,4.856,1,2.3102,9.626,404.931,2.4685
29,2.0492,5.9167,7.117,7.278,1,247.938,1.2968,572.996,12.8403
21,5.9203,1.266,6.063,2.035,1,162.494,2.8959,762.857,168.918
13,9.1217,12,8.458,1.649,1,497.983,2.028,326.572,219.448
21,4.0956,6.161,2.957,2.3244,0,495.017,5.069,278.643,10.5061
15,7.597,1.8902,9.121,415,1,11.7622,6.091,733.162,2.8789
18,6.928,1.9189,7.437,2.5608,1,133.628,1.272,518.674,222.954
14,9.384,6.5327,395,1.6375,1,374.836,1.821,858.179,10.4985
15,8.3888,537,953,1.6781,1,444.837,2.8963,218.893,11.9394
19,6.0994,3.1341,257,3.178,1,331.848,1.6796,773.233,205.063
19,6.9133,1.4943,9.568,8.155,1,432.354,2.4399,170.413,140.587
15,9.0855,5.8018,3.104,3.8328,1,3.1646,2.3175,588.924,7.2348
25,4.5957,6.6177,3.299,2.9102,1,320.264,1.9825,290.797,12.9787
28,3.9412,7.2114,1.896,4.5747,1,350.085,2.7132,11.008,149.967
29,1.0973,2.5523,8.069,1.8242,1,9.516,2.7072,620.597,213.552
10,8.439,8.925,2.756,4.9136,1,388.985,3.833,511.731,5.636
15,8.2088,7.868,3.303,2.8791,0,472.133,2.7058,49.112,134.251
28,1.9401,4.2615,4.143,4.867,1,448.983,1.5717,596.594,22.092
21,6.1917,9.4584,4.337,1.353,1,12.2484,8.042,378.713,1.0913
18,5.1758,2.1773,4.113,3.6399,1,161.996,1.8255,673.466,4.6696
22,2.0684,2.5674,5.037,4.0831,1,249.806,8.427,139.535,8.3116
14,9.8251,1.1989,8.145,2.659,1,7.9181,1.437,717.822,162.832
28,2.9323,6.0557,8.193,2.8948,0,476.977,2.4493,584.016,202.043
22,1.6051,6.7987,7.983,4.1997,1,8.0798,966,491.608,4.7801
19,6.3536,6.4293,1.011,2.8052,1,380.711,5.493,136.374,5.9209
26,7.6498,8.6113,7.997,3.191,1,170.714,2.8697,285.482,197.589
23,1.292,4.8643,1.203,3.4672,0,28.686,1.3353,302.344,3.5602
14,6.9285,1.3446,1.247,303,1,2.3587,0.91,241.475,6.2682
22,5.7906,2.8941,9.479,4.0873,1,10.2506,2.7698,954.638,175.846
32,1.9294,6.6243,8.194,2.152,1,222.196,2.7336,916.485,3.9878
27,2.5527,6.1312,5.524,687,1,338.596,1.327,550.672,198.728
19,6.1118,5.31,875,1.3755,0,388.781,1.0874,213.616,11.7724
28,3.6672,6.8296,9.894,3.1668,1,1.507,2.7385,912.027,10.7417
10,9.4448,6.3739,6.106,4.8818,1,7.6245,5.393,751.912,3.2461
22,8.3687,8.8132,6.129,5.891,1,364.896,1.7346,4.8384,163.118
18,9.8521,5.8602,7.544,7.135,1,406.528,9.623,495.804,21.216
25,3.337,7.786,2.321,1.8444,0,11.8286,2.2097,608.895,166.106
7,9.7275,2.4871,1.671,4.1811,1,11.4827,4.748,7.5809,7.6052
24,4.8811,6.7818,7.596,2.3362,1,4.4015,1.7882,5.9333,167.712
22,4.1277,9.0219,3.449,1.6081,1,7.5147,0,468.889,12.2386
24,1.4531,3.8573,1.351,2.806,1,4.008,7.577,1.1932,204.895
28,1.4749,7.791,3.149,1.3026,1,294.916,4.865,5.6367,11.0315
17,7.2281,7.2479,3.586,2.1958,1,451.946,6.295,173.486,5.6953
20,5.1214,5.953,9.652,1.663,1,7.4788,2.5813,910.871,2.4301
29,3.0387,5.8151,698,4.0207,1,375.722,2.7444,768.621,6.7456
17,6.5257,1.3019,5.309,4.6213,1,286.829,2.2651,455.922,13.525
28,3.2757,9.6732,9.689,3.7979,1,469.961,1.7703,484.414,4.081
21,6.1987,8.1141,9.031,2.1954,1,399.061,6.926,689.164,9.543
19,4.2329,1.0972,512,2.5217,1,426.365,8.242,479.643,10.7722
13,8.412,1.2175,9.057,6.254,1,319.571,9.297,7.3286,8.3384
20,8.3863,5.9447,4.043,3.7343,1,405.668,2.331,741.344,10.0894
16,5.2962,3.4489,2.304,2.9824,0,175.435,7.587,6.7172,10.8992
20,4.1574,3.491,2.327,4.5122,0,10.4509,2.9202,491.232,183.857
26,4.263,5.4164,6.623,1.1931,0,45.626,2.3894,86.309,230.622
18,8.2514,3.8785,5.011,3.7986,1,367.168,2.9992,12.6206,6.2948
19,3.9536,1.0108,659,3.4234,0,4.5351,1.3775,709.562,226.176
28,2.8815,8.0192,6.861,1.3292,1,433.455,1.768,5.5865,5.481
26,1.7622,9.1508,223,3.3369,0,174.452,8.412,993.129,181.187
21,5.2002,7.5659,54,4.6219,1,149.139,1.8112,685.266,163.523
24,5.3392,8.2242,5.327,4.5922,0,311.657,2.9217,96.93,1.2533
11,8.5682,2.1649,191,3.5981,1,284.299,911,671.542,173.981
24,2.9911,2.6357,6.325,2.404,1,269.128,8.679,24.986,216.269
17,4.4289,2.0853,5.522,4.3613,1,12.7439,8.439,927.101,223.253
25,8.2757,7.6506,5.858,3.2889,1,479.887,2.9471,630.403,164.446
20,8.4126,9.4792,3.025,1.5522,1,47.506,3.979,580.178,188.781
24,4.4615,7.1684,6.398,9.363,0,2.081,2.4371,434.821,1.717
23,5.1321,8.8147,8.295,581,0,168.914,8.237,291.748,3.8701
25,3.7296,6.387,9.981,2.512,0,2.2774,2.5818,534.769,6.2995
12,9.393,3.8766,8.384,3.7705,0,425.124,1.4633,372.397,12.7521
24,2.0678,4.2576,5.575,1.1792,0,443.259,7.268,855.484,9.2699
15,9.4037,7.532,1.934,1.213,1,259.149,2.1292,3.8511,157.712
15,7.1548,3.146,6.814,1.9864,0,419.839,2.5247,534.791,10.6965
26,5.7841,6.9548,9.377,2.413,1,35.168,1.4104,838.199,186.005
30,1.2939,4.3843,2.119,8.462,1,249.787,2.142,3.733,171.261
21,5.2804,5.5222,256,2.202,1,181.906,5.447,28.948,179.348
24,4.6697,5.5766,149,9.456,0,133.113,2.8128,6.1007,198.924
22,2.451,2.7738,7.367,3.3955,1,12.9715,2.893,599.054,200.213
18,6.9077,4.7589,4.066,4.112,1,281.032,6.659,323.569,187.093
11,9.7404,4.7076,627,2.7752,1,8.3404,8.651,960.133,1.5822
19,6.0597,3.8843,8.749,7.321,1,8.7396,4.583,620.131,149.569
21,7.4328,8.2068,5.577,9.784,1,5.197,1.22,566.184,4.749
26,1.6161,4.5116,3.311,1.9654,0,306.664,1.3732,918.067,178.502
23,4.759,6.0364,344,5.041,0,497.172,1.5558,23.134,1.4654
28,2.0472,8.9552,2.903,866,0,44.461,1.224,56.662,235.972
21,6.5152,8.6623,4.555,1.7448,1,352.845,6.573,547.355,147.379
20,9.4463,8.9042,337,1.6483,0,392.763,2.4233,9.1293,4.368
16,6.956,2.7,5.479,3.7464,0,208.426,2.4318,932.739,11.2387
23,1.6912,3.498,7.735,3.739,1,14.904,0.99,703.232,198.402
18,4.192,2.6107,6.745,4.3023,0,184.314,1.3835,889.225,4.32
14,5.956,2.7871,2.945,4.0812,1,4.0711,5.504,982.712,12.8826
26,4.6289,9.0936,5.287,3.83,1,316.898,2.4664,484.857,859
21,8.5028,6.4924,8.401,1.5469,0,8.7433,2.8701,805.623,189.222
9,8.332,817,682,4.1144,0,381.439,8.741,581.784,4.6706
18,6.5065,1.3538,783,914,1,9.4988,2.3458,977.352,9.2923
18,4.3611,1.5568,5.562,622,1,11.4062,1.0572,254.751,12.7258
25,3.298,6.3042,6.391,2.248,1,478.653,79,2.3679,3.4767
27,1.9529,7.3541,2.114,4.6966,1,5.2698,1.7992,194.088,222.401
28,4.1941,8.5964,7.452,1.5401,1,249.421,1.2312,136.739,11.2513
25,4.7186,9.4064,6.463,4.5881,1,3.1343,2.2753,442.583,5.5628
17,7.0824,2.017,9.233,1.3631,1,4.5195,2.2463,8.6636,176.434
20,6.9234,3.0977,169,4.5378,1,31.675,2.8381,227.996,214.611
22,1.631,2.4032,7.514,4.5196,0,315.364,1.3135,10.5303,219.041
19,4.5573,3.5876,836,4.6184,1,9.656,1.4475,491.885,10.3472
30,2.636,9.1467,5.653,2.4808,1,436.243,1.2012,274.109,8.6271
26,2.4113,5.7511,5.519,4.3297,0,351.093,8.908,476.297,223.022
15,8.4457,7.3819,3.884,4.7538,1,150.305,1.9135,9.7999,1.2681
31,1.3772,4.9012,8.446,1.6231,1,12.4193,2.4841,521.702,18.013
16,4.7726,2.886,44,2.0944,1,377.143,4.734,138.769,4.2602
25,2.5138,642,5.202,3.5962,1,366.812,2.9455,10.8353,11.172
16,8.914,5.3792,2.172,1.5018,1,7.4416,2.0514,316.919,228.886
24,6.0134,7.1879,7.435,3.769,1,174.594,2.3403,875.673,139.476
26,3.0824,2.1533,431,3.695,1,10.8339,2.9966,790.636,12.5626
22,5.5218,7.2191,8.316,2.6175,1,147.072,1.5121,959.558,1.4832
18,7.5834,8.1067,8.381,6.116,1,143.782,2.139,465.593,6.6562
17,9.6231,4.119,8.329,1.4666,1,488.012,2.3709,319.317,732
32,2.984,7.4642,1.526,1.2931,1,375.106,2.6123,971.198,210.001
12,8.9756,4.0403,6.304,4.1947,0,390.026,4.872,38.795,154.765
12,9.4087,6.7835,144,9.676,1,138.712,724,1.9012,2.8327
13,9.2478,7.64,848,4.0422,1,264,4.075,821.908,8.7233
21,6.7187,9.9193,723,3.9698,1,2.9079,9.719,177.518,19.474
18,6.6684,3.454,5.312,2.4944,1,27.65,2.7728,720.733,3.3673
18,4.6289,4.1104,7.306,1.1692,1,142.741,74,2.4971,5.5264
14,7.7716,1.6562,943,1.1345,0,9.6477,2.4114,11.988,12.9938
19,5.7816,2.0407,5.287,2.3246,1,2.482,2.5646,488.728,3.4787
22,7.0969,6.934,2.913,44,1,437.941,2.4332,7.7219,9.185
26,4.8561,9.1705,9.726,2.6568,1,300.064,2.466,889.745,235.711
18,7.5835,3.946,8.571,4.7639,1,5.3687,2.0376,75.237,130.524
18,8.4202,1.7984,7.333,7.735,0,383.202,2.8617,334.903,168.367
24,2.3179,2.851,9.337,2.8667,1,377.913,3.611,601.545,159.187
13,8.4964,4.5505,3.468,4.8089,1,144.702,95,718.371,5.0812
20,5.8627,2.9065,9.009,4.3026,1,9.4213,2.621,757.845,203.067
14,8.602,2.3358,3.252,4.2519,1,406.991,1.9348,401.719,2.9292
27,4.8817,7.3598,7.328,4.1092,1,164.782,1.9393,899.812,221.183
23,4.4114,784,7.364,1.5451,1,423.714,2.8933,942.367,5.1857
15,9.2355,5.3923,183,4.4531,1,2.1826,2.3093,203.758,229.139
24,3.2605,7.9377,3.611,4.7067,0,249.644,1.1923,912.126,191.511
9,8.5979,2.6623,194,2.479,0,8.9798,1.3075,715.554,4.1036
20,5.3562,6.0329,9.971,1.7729,0,336.022,4.341,889.257,3.8497
21,5.6269,6.689,1.222,2.0711,1,498.607,9.121,430.507,2.0287
24,3.7762,6.5502,5.428,1.671,1,206.256,1.3362,664.586,5.9365
16,6.1574,4.4585,7.906,1.0621,0,5.0155,7.833,243.026,158.186
23,3.9269,3.4658,2.013,3.0922,1,158.837,2.7476,753.591,12.4873
27,1.3534,8.3592,4.851,2.813,1,445.753,354,585.916,147.204
27,3.448,7.5845,6.074,2.3129,1,382.881,1.7611,486.136,7.474
28,1.0574,3.2126,1.602,4.792,1,11.6106,2.3148,695.755,1.9193
11,9.8052,1.0302,7.786,3.9845,0,476.799,2.1963,556.822,166.074
13,9.6917,7.181,2.993,8.747,0,311.094,1.9312,767.701,203.498
17,4.5564,9.428,211,5.728,1,8.4025,1.231,859.852,8.6261
20,7.5553,5.8287,5.583,3.1154,1,286.161,2.7554,80.26,3.9956
17,4.1123,5.166,4.103,1.9932,1,225.638,9.868,314.432,7.4005
21,7.0398,3.3693,9.203,299,0,409.849,2.2504,976.358,9.8887
21,8.2489,7.532,8.801,1.7778,1,17.208,2.78,653.244,151.233
12,9.5208,2.9435,4.834,3.8589,1,437.489,3.852,330.232,9.8274
27,4.6019,7.6331,3.593,3.0762,0,405.985,2.8412,5.2155,21.529
20,8.0497,7.4547,3.255,1.8139,0,337.302,2.3281,988.215,9.6291
21,3.3934,2.4583,2.676,959,1,12.9304,1.8498,603.027,4.353
12,9.913,7.2882,5.445,3.159,0,485.165,1.1202,235.265,5.9603
31,1.2319,7.4778,805,4.4378,0,274.333,2.7128,496.213,11.164
17,6.4318,3.9745,3.108,3.2314,0,453.757,1.321,403.565,187.791
15,6.9356,2.1042,1.901,4.0645,1,10.7865,1.2955,951.852,208.658
19,7.1924,5.2127,4.755,2.6076,1,491.689,2.2699,497.734,4.447
27,2.0835,9.214,69,3.5899,0,40.803,2.4334,489.821,833
17,9.4468,6.3962,7.013,4.4811,1,474.613,6.068,796.654,208.658
18,2.6306,1.7292,5.184,3.8659,1,10.6183,1.428,397.002,5.4767
20,6.6048,6.8276,4.964,4.5493,1,215.329,2.4086,204.553,197.199
25,3.1941,4.272,3.004,2.1557,1,4.8817,1.2657,770.715,132.179
22,3.7649,5.9153,9.047,4.5211,1,6.8485,4.306,911.008,9.6988
17,5.9181,7.3406,905,3.1078,1,141.979,2.567,5.5269,3.5222
24,4.7547,5.1495,8.698,4.3502,1,475.813,1.9219,861.301,161.289
32,2.442,8.1398,3.767,1.969,1,333.596,1.7485,443.485,196.358
28,2.5384,7.2216,8.806,3.2893,0,157.316,2.562,296.242,11.0663
20,4.7633,6.1507,7.288,4.2399,1,477.287,947,4.8789,10.7125
19,7.8155,1.5079,1.042,871,1,369.866,2.6053,213.468,181.267
23,9.0817,8.3595,8.315,3.3089,1,45.349,2.6617,339.541,12.2028
31,1.7571,9.3591,6.822,4.1248,1,46.361,1.3389,7.9977,188.547
13,4.5379,1.3697,323,1.4397,0,375.385,0.23,196.902,1.2988
26,1.9022,4.8824,1.337,2.0262,0,12.1567,2.8402,739.472,205.831
22,1.1493,2.5889,6.356,2.8476,1,498.294,2.161,689.992,6.2897
22,6.9555,7.5452,6.626,2.5958,1,162.545,1.772,772.141,4.0607
21,6.422,7.2163,7.467,1.959,1,335.853,1.4795,173.605,775
28,2.4672,1.4089,7.202,4.934,1,422.406,2.5053,5.26,200.178
26,3.1043,8.7703,6.595,5.023,1,8.7575,1.5078,473.904,1.4428
29,1.2134,1.8097,7.662,1.3113,1,304.521,1.4074,349.357,229.063
20,8.5145,7.9726,5.751,1.2293,0,187.586,2.642,778.966,135.562
16,9.7722,4.5698,2.608,3.7111,1,12.2145,2.892,543.438,167.684
24,2.2191,3.2827,9.124,2.8637,1,5.886,1.6478,931.869,174.075
21,3.0833,1.5824,182,3.8199,1,435.987,1.3642,7.0594,7.0244
17,8.8157,1.6761,3.666,3.495,1,6.7941,2.4933,37.004,19.355
21,9.3382,6.6189,7.289,2.4261,1,439.059,2.4933,411.188,227.098
21,4.7766,5.5043,4.272,1.6189,1,300.345,9.581,134.631,8.8764
23,1.4556,1.2209,248,4.2497,0,310.528,1.7287,587.186,200.484
19,1.3545,1.127,66,3.5389,0,414.326,4.624,4.98,18.529
18,6.1655,7.231,6.486,4.3463,1,254.721,1.9066,715.598,141.503
28,4.5361,7.4377,9.649,2.321,1,178.642,2.502,4.7069,8.8228
23,1.2579,7.1188,5.519,3.6041,0,6.9403,5.625,874.737,9.9644
16,6.2493,5.843,5.068,2.7,1,285.208,9.691,7.4377,7.3826
26,1.1017,5.6027,3.183,4.125,1,276.584,1.3468,461.786,10.2305
15,8.0863,8.468,2.567,2.5358,1,146.948,2.5352,163.832,23.751
25,3.7579,9.0375,21,2.701,0,300.028,2.1941,141.791,8.722
30,1.3623,9.0712,273,2.588,1,219.683,9.506,724.004,159.722
20,6.2952,6.9823,4.491,3.3426,1,402.765,7.291,776.509,7.6706
28,4.5792,9.2619,1.979,1.3657,1,279.743,2.0871,741.807,11.1995
18,9.7642,8.1145,873,985,1,466.839,1.4397,409.952,2.0106
26,5.8978,8.2854,7.177,3.322,0,258.991,1.7807,990.878,183.176
25,3.4772,5.6971,8.946,4.7864,1,443.748,1.9461,346.569,158.646
17,7.3849,3.0606,9.368,1.7304,1,260.263,1.6761,252.827,8.3396
22,3.4434,2.178,618,4.3404,1,279.017,1.8392,99.654,12.5963
16,9.1382,3.272,528,4.7984,1,183.404,2.6625,977.504,209.333
21,4.3725,6.285,7.409,4.7163,0,200.085,2.6046,595.918,1.0664
14,5.9488,1.7266,1.101,4.4086,0,466.551,4.471,216.949,223.252
24,1.4552,2.5864,6.697,4.4742,1,11.1641,1.7595,246.114,11.2992
21,4.8351,4.6806,7.794,1.445,0,6.0729,1.3179,525.677,206.317
16,8.4913,2.3305,7.259,7.573,0,415.105,8.566,778.342,206.756
16,8.2508,5.8864,9.519,3.1963,1,288.455,1.8934,8.668,1.4091
26,3.0189,9.2318,7.381,2.4405,0,142.324,1.5327,690.794,187.583
31,3.0347,7.4809,6.932,4.937,1,21.62,2.3247,11.208,175.888
14,8.3557,6.6643,2.617,3.3877,1,262.453,2.803,84.567,1.0366
17,9.3736,5.8272,9.248,2.8143,1,29.607,908,536.797,225.729
23,1.8582,4.8795,1.795,4.3153,1,410.526,773,989.797,152.292
21,5.0505,1.8656,9.049,3.0459,1,197.176,2.2379,755.452,4.0208
26,4.0371,8.9471,3.127,2.8697,0,338.252,2.7374,502.256,2.9543
13,8.8362,2.4854,1.302,2.2038,0,417.383,1.7621,149.765,134.874
23,1.7517,9.131,8.267,2.3139,0,421.887,1.8509,546.972,1.412
20,2.9001,7.5002,25,4.7719,1,12.7123,1.393,12.33,3.9458
19,7.7722,1.7562,8.321,6.922,1,175.087,1.5113,906.111,227.629
27,1.4616,3.719,2.623,2.2311,1,297.453,1.5806,237.767,178.738
17,5.4328,2.828,8.847,3.2791,1,442.886,1.169,866.713,147.237
21,4.979,1.3707,6.915,2.1651,1,395.223,2.3472,310.864,5.0117
20,4.1996,1.732,6.662,1.4161,1,291.981,835,22.968,5.2444
23,4.5512,5.441,3.653,1.4368,1,491.867,2.1703,311.194,10.6999
22,5.7695,6.5666,594,1.1683,1,219.494,1.2088,710.479,180.973
32,2.4523,8.3701,8.301,1.7195,1,421.225,2.9869,529.963,943
14,6.148,3.7332,1.709,4.3584,0,40.921,6.366,11.6398,1.0626
19,8.2489,8.7458,3.723,2.5261,1,454.019,1.747,145.688,208.827
21,7.8414,2.1335,6.004,1.2012,1,493.839,2.9397,384.744,195.376
22,2.3851,3.2539,4.823,1.9226,0,247.848,7.315,345.158,166.723
23,2.3432,1.5074,1.987,5.292,1,9.7815,1.906,853.218,11.9888
20,3.4136,6.2056,1.406,4.5202,0,230.448,1.1237,576.531,3.483
22,4.2497,4.1987,1.232,2.041,0,426.942,1.9189,194.848,2.4536
25,4.6761,6.1328,863,4.902,1,418.053,1.7882,3.806,21.729
20,7.1173,7.6167,316,1.7377,1,167.985,2.1218,11.1339,9.1805
23,1.5101,5.457,977,4.1818,1,2.3653,553,703.408,166.973
30,1.3121,6.2763,1.985,1.2819,1,254.921,2.5086,848.626,10.9488
29,4.5272,9.3525,1.103,3.808,1,23.705,1.436,784.713,175.423
16,7.2745,2.9906,577,1.587,1,4.2882,1.5566,791.977,4.6394
19,2.7409,3.5916,0.08,3.0308,0,397.445,1.2331,268.351,11.6296
23,6.7735,7.177,6.025,1.5579,1,141.795,2.9681,989.195,9.0448
27,3.3385,6.1131,8.506,2.2176,1,322.876,2.4047,9.5544,5.8813
9,8.9748,1.7853,479,4.0932,1,5.0744,9.342,822.884,143.451
19,9.0612,3.7615,7.999,1.2405,1,430.352,2.3492,10.5849,12.8874
24,3.6756,4.6784,3.945,1.5433,1,369.637,1.311,274.856,11.8966
24,3.0699,4.1939,1.595,4.2267,1,194.211,2.61,50.046,141.865
14,4.7017,1.7827,1.761,2.4638,1,314.744,925,6.2807,3.4207
26,3.1648,9.2443,9.188,4.1383,1,9.3727,1.0662,40.023,8.8932
21,7.0515,7.6232,1.106,1.8724,1,492.711,1.2895,356.613,7.7922
16,8.4346,4.8136,8.668,1.9918,0,398.054,2.2327,65.07,184.602
18,7.0578,6.8006,5.442,8.357,1,39.447,5.469,720.833,8.574
13,8.4192,8.9728,391,4.5817,1,7.669,8.588,9.959,6.7663
18,4.5729,1.3617,4.645,4.4839,1,8.867,2.1716,4.7688,220.391
20,2.4069,2.5037,8.174,4.9211,1,292.686,2.305,778.132,7.2084
15,7.6416,5.427,7.262,2.0122,1,7.206,6.034,532.711,3.6456
26,4.2443,7.9901,4.888,4.0931,1,390.217,2.2601,53.929,181.763
17,7.0414,3.625,0.86,2.0748,0,208.038,2.6266,98.091,1.1483
