title,heading,content,tokens
Montenegro,Grants for Scientific Research Projects,"Montenegro's Grants for Scientific Research Projects (2018 - Ongoing). Grants for scientific research projects are allocated on a competitive basis to projects in line with the priorities of the Strategy for scientific research activities: energy, ICT, new materials, products and services, medicine and health, agriculture and food production, sustainable development and tourism and science, education and identity. It has the following objectives: Increasing the capacity of research teams in Montenegro in order to strengthen quality and sustainable partnerships and support excellence with the goal of contributing to the development of a knowledge based society and international competitiveness.Engaging young researchers (PhDs and post-docs) on projects to prevent brain drain and improve research capacities of Montengro's scientific research institutions.It uses Project grants for public research as policy instruments. and it has a budget of Less than 1M euros.",136
Montenegro,Grants for establishing Centres of Excellence,"Montenegro's Grants for establishing Centres of Excellence (2012 - Ongoing). Research carried out in the previous period in Montenegro in certain domains has achieved solid international recognition in terms of quality. The intention behind creating new centres of excellence is to use the financing period to create conditions for a significant increase in research activity and its further intensification in the promising areas for Montenegro, defined by the Strategy of Scientific Research Activity and the Smart Specialisation Strategy, as well as by other national and local policies and plans. It has the following objectives: Creating or significantly improving products or services for a precisely defined economic branch, which can help existing companies in Montenegro to improve their international competitiveness by integrating advanced scientific concepts, technologies and innovations into traditional economic sectors.Creating a research base for a priority state or local policy that would provide the public sector with the knowledge and specific services needed in the transformation of society (e.g. digital society, energy efficient cities, ecological Montenegro, etc.), and contribute to the creation of future markets for innovative services and products.Creating a scientific research area in Montenegro that has the potential for exceptional results on the global level, which would provide a competitive advantage to the national economy and a better position of Montenegrin science on the global stage, leading also to the possibility of exponential growth in science and innovation.It uses Centres of excellence grants as policy instruments. and it has a budget of Less than 1M euros.",249
Montenegro,Grants for co-financing scientific research activities,"Montenegro's Grants for co-financing scientific research activities (2010 - Ongoing). This instrument represents one of the key mechanisms for supporting the scientific research community in Montenegro in areas that are most important. It has the following objectives: This scheme is one of the key mechanisms for providing support to the scientific research community, in those domains where Montenegrin scientists and researchers need it the most.It uses Project grants for public research as policy instruments. and it has a budget of Less than 1M euros.",84
Montenegro,Programme for implementation of Open Science principles in Montenegro,"Montenegro's Programme for implementation of Open Science principles in Montenegro (2020 - Ongoing). In 2020 the Ministry of Science adopted a Programme for implementation of Open Science principles in Montenegro with the Action Plan (2020-2022). It has the following objectives: Harmonization and implementation of the ""Open Science"" principles with the EU Open Science Action PlanIt uses Strategies, agendas and plans as policy instruments.",63
Montenegro,South East European International Institute for Sustainable Technologies,"Montenegro's South East European International Institute for Sustainable Technologies (2017 - Ongoing). SEEIIST is a regional initiative led by Montenegro to create a regional research infrastructure It has the following objectives: Science for PeaceScientific ExcellenceInternational CollaborationSustainable development of societyEducationTechnology Transfer, Development of powerful digital network and high performance computing and Big Data handlingIt uses Dedicated support to research infrastructures as policy instruments.",62
Republic of North Macedonia,Education Strategy,"Republic of North Macedonia's Education Strategy (2018 - Ongoing). The Education Strategy of the Republic of Macedonia for 2018-2025 is the basis of the activities of the institutions in the Republic of Macedonia in the field of education for the period till 2025. It builds on the current state in the educational system and aims at their gradual development according to the established priorities. It has the following objectives: Return of the autonomy of universities, including academic freedom, and preventing possibilities to pressurise members of the academic community;Improvement of education system infrastructure with a purpose to increase inclusiveness, access,energy efficacy and digitalisation;Standardisation of the activity of the higher education system in line with the European criteria and ensuring the rule of law while establishing and operationalisation of higher education institutions;It uses Strategies, agendas and plans as policy instruments.",138
Germany,ACTION PLAN FOR DIGITALISATION AND AI IN MOBILITY,"Germany's ACTION PLAN FOR DIGITALISATION AND AI IN MOBILITY (2018 - Ongoing). To implement the Federal Government's national AI strategy, BMVI has drawn up the action plan ""Digitalization and AI in Mobility"". It has the following objectives: To make ""Mobility 4.0"" effective and sustainable by exploiting the great efficiency potential of digital innovations and artificial intelligence in mobility for all modes of transport and for the entire mobility system with regards to the climate targets and the European Green Deal.To allow digital applications and AI to develop their full potential in mobility and to make them tangible for citizens.It uses Strategies, agendas and plans, Networking and collaborative platforms, Centres of excellence grants, Dedicated support to research infrastructures as policy instruments.",120
Germany,REALITY LAB FOR ARTIFICIAL INTELLIGENCE IN CIVIL PROTECTION,"Germany's REALITY LAB FOR ARTIFICIAL INTELLIGENCE IN CIVIL PROTECTION (2019 - Ongoing). As a living lab, the Reality Lab for Artificial Intelligence in Civil Protection, it aims to offer an interface between the Security Research Community, AI researchers and industry. It has the following objectives: To test and develop solutions that make AI based technologies accessible and useable for practitioners/responders.It uses Dedicated support to research infrastructures as policy instruments. and it has a budget of Less than 1M euros.",79
Germany,REAL-WORLD TEST FIELD FOR DIGITAL MOBILITY,"Germany's REAL-WORLD TEST FIELD FOR DIGITAL MOBILITY (2020 - Ongoing). nan It has the following objectives: To test and demonstrate the potential of digitalization for sustainable, efficient and user-centered mobility.It uses Formal consultation of stakeholders or experts as policy instruments. and it has a budget of 1M-5M euros.",48
Türkiye,THE 11TH DEVELOPMENT PLAN OF TURKEY- AI TECHNOLOGIES,"Türkiye's THE 11TH DEVELOPMENT PLAN OF TURKEY- AI TECHNOLOGIES (2019 - Ongoing). Published by the Presidency of the Republic of Turkey, the Development Plan aims to transform Turkey’s economic structure and improve the welfare of its people, including through breakthroughs in technology and innovation. It has the following objectives: To improve the capacity to produce and use knowledge by establishing an efficiently functioning research and innovation ecosystem.To increase R&D and innovation activities that would support high value-added products and services.It uses Information services and access to datasets, Strategies, agendas and plans as policy instruments.",94
Portugal,EURO HPC SUPERCOMPUTER,"Portugal's EURO HPC SUPERCOMPUTER (2020 - Ongoing). The European High Performance Computing Joint Undertaking (EuroHPC JU) and the Minho Advanced Computing Centre (MACC) have launched a call for tender for the procurement of a petascale supercomputer, capable of executing more than one Petaflop, or 1 million billion calculations per second. It has the following objectives: To foster better science and enhance innovation in Europe by providing access to leading edge HPC infrastructures and services to a wide range of users from the research and scientific community as well as the industry and the public sector.To develop top-of-the-range exascale supercomputers for processing big data, based on European technology.It uses Dedicated support to research infrastructures as policy instruments.",116
Australia,CSIRO'S MACHINE LEARNING AND ARTIFICIAL INTELLIGENCE FUTURE SCIENCE PLATFORM,"Australia's CSIRO'S MACHINE LEARNING AND ARTIFICIAL INTELLIGENCE FUTURE SCIENCE PLATFORM (2018 - Ongoing). The MLAI FSP's cross disciplinary teams solve fundamental problems in scientific and data-driven research applications, creating a new ongoing capability within CSIRO to address core research challenges for the benefit of Australia. It has the following objectives: To deliver lasting impact to areas of strategic interest across CSIRO by exploiting and advancing ML/AI research.To make the platform and the people we train to become a capability that fundamentally changes the way CSIRO undertakes core research challenges.To deliver new machine learning and artificial intelligence solutions to age-old problems, novel solutions, and platforms for emerging challenges in a data driven world.It uses Dedicated support to research infrastructures, Institutional funding for public research as policy instruments. and it has a budget of 1M-5M euros.",134
Bosnia and Herzegovina,Competition for financing/co-financing scientific-research and research-development projects in FBiH,"Bosnia and Herzegovina's Competition for financing/co-financing scientific-research and research-development projects in FBiH (2003 - Ongoing). Every year, the FBiH Ministry of Education and Science announces a competition for financing / co-financing scientific-research and research-development projects in the FBiH. It has the following objectives: Project-based funding of projects in the field of technical, biotechnical, humanities, social sciences, natural sciences and biomedicine and health.It uses Project grants for public research as policy instruments. and it has a budget of Less than 1M euros.",81
Bosnia and Herzegovina,Competition for co-financing scientific research activities in RS,"Bosnia and Herzegovina's Competition for co-financing scientific research activities in RS (2018 - Ongoing). The Ministry of science, technology, higher education and information society organizes an annual call for proposals for co-financing research activities in basic, applied and development research It has the following objectives: Competitive project-based funding for research activities.It uses Project grants for public research as policy instruments. and it has a budget of Less than 1M euros.",70
Bosnia and Herzegovina,Roadmap of Research Infrastructures in the Republic of Srpska,"Bosnia and Herzegovina's Roadmap of Research Infrastructures in the Republic of Srpska (2019 - Ongoing). Research Infrastructures Roadmap is a key strategic document for improvement of Scientific and research system in the Republic of Srpska and a tool for the identification of research potential in order to direct further development of research infrastructures. It has the following objectives: Identification of existing RIs in the Republic of Srpska, together with centres and laboratories which are candidates for list of national RIs, belongs to national and/or regional level RIs.Ensuring that investments in RIs from public sources, i.e. from budget of the ministries in charge for research and innovation in the Republic of Srpska, in general, are in line with national R&I priorities.Ensuring that identification of use of and benefits from identified existing RIs in the Republic of Srpska, together with centres and laboratories which are candidates for list of national RIs, must be part of regular monitoring and evaluation of research and academic sector in the Republic of Srpska.It uses Strategies, agendas and plans as policy instruments.",175
Korea,HUMAN-CENTERED NATIONAL GUIDELINES FOR AI ETHICS,"Korea's HUMAN-CENTERED NATIONAL GUIDELINES FOR AI ETHICS (2020 - Ongoing). Ethical standards for AI for the development and use of trustworthy artificial intelligence. It has the following objectives: Build a foundation for social deliberation and discussion to establish artificial intelligence ethics.Secure social trust in artificial intelligence technology.It uses Strategies, agendas and plans, Science and technology regulation, Standards and certification for technology development and adoption, Public awareness campaigns and other outreach activities as policy instruments.",74
Ukraine,Roadmap on integration of scientific and innovation system of Ukraine into European Research Area,"Ukraine's Roadmap on integration of scientific and innovation system of Ukraine into European Research Area (2021 - Ongoing). Ukrainian ERA Roadmap is a strategic document that contains precise list of actions, instruments and indicators under eight priority areas, defined by the EU for effective implementation of the European Research Area It has the following objectives: Ukrainian ERA Roadmap was designed in order to ensure comprehensive and effective integration of research and innovation system of Ukraine into European Research AreaIt uses Strategies, agendas and plans as policy instruments.",87
Ukraine,State order for scientific and technical (experimental) developments and scientific and technical products,"Ukraine's State order for scientific and technical (experimental) developments and scientific and technical products (1996 - Ongoing). The list of the most important scientific and technical (experimental) developments in priority directions of development of science and technology within the framework of the state order for the most important scientific and technical (experimental) developments and scientific and technical products.<br/>The list is updated annually. It has the following objectives: Implementation of scientific and technical (experimental) developments to meet the priority state needs.It uses Strategies, agendas and plans, Project grants for public research, Tax or social contributions relief for firms investing in R&D and innovation as policy instruments. and it has a budget of 1M-5M euros.",113
Ukraine,Contest of projects of scientific works and scientific-technical (experimental) developments of young scientists,"Ukraine's Contest of projects of scientific works and scientific-technical (experimental) developments of young scientists (2016 - Ongoing). The Ministry of Education and Science of Ukraine conducts a competitive selection of projects of scientific works, scientific-technical (experimental) developments of young scientists, working (studying) in higher educational institutions, scientific institutions, related to the management of the MES, further scientific works and scientific-technical (experimental) developments at the expense of the general fund of the state budget and their management.<br/>The competition is held once a year. It has the following objectives: The purpose of the Contest is to provide support for young scientists, creation of research groups by them to solve urgent problematic issues, formation of creative generation of young scientists in various fields of science, competitive in the international labor market, consolidation of talented young scientists in the scientific sphere and development of scientific career by young scientists.The results of the Contest are the basis for the works and developments.It uses Project grants for public research as policy instruments. and it has a budget of 1M-5M euros.",174
China,NATIONAL BASIC RESEARCH PROGRAMME (973 PROGRAMME),"China's NATIONAL BASIC RESEARCH PROGRAMME (973 PROGRAMME) (1997 - Ongoing). The National Basic Research Programme aims to develop basic research, innovation and technologies in line with national targets for economic and social development. It has the following objectives: The National Basic Research Programme (973 Programme) is an on-going keystone research programme aimed to develop basic research, innovation and technologies in line with national targets for economic and social development. Its strategic objectives are to stimulate original innovations and address scientific issues important for national socio-economic growth.It uses Strategies, agendas and plans as policy instruments.",94
China,NATIONAL HIGH TECHNOLOGY PROGRAMME (863 PROGRAMME),"China's NATIONAL HIGH TECHNOLOGY PROGRAMME (863 PROGRAMME) (1986 - Ongoing). The National High Technology Programme (863 Programme) aims to stimulate the development of advanced technologies in fields that are key for Chinas socio-economic development. It has the following objectives: To establish foundations for high technology industries in important fields for Chinas national development.To support R&D in selected key technologies.To nurture technological expertise.It uses Strategies, agendas and plans as policy instruments.",70
China,KNOWLEDGE INNOVATION PROGRAMME,"China's KNOWLEDGE INNOVATION PROGRAMME (1998 - Ongoing). The Knowledge Innovation Programme (KIP) allocates additional resources to the most promising institutes and research fields of the Chinese Academy of Sciences (CAS) to improve R&D performance and capability. It has the following objectives: To increase commercialisation of research outputs.To support research and innovation in CAS institutes.It uses Dedicated support to research infrastructures, Technology extension and business advisory services, Project grants for public research as policy instruments.",74
China,R&D INFRASTRUCTURE AND FACILITY DEVELOPMENT PROGRAMME,"China's R&D INFRASTRUCTURE AND FACILITY DEVELOPMENT PROGRAMME (2005 - Ongoing). The Programme aims to adjust, enrich, and strengthen S&T capacity of national S&T research centres and reinforce the national research base. It has the following objectives: Provide support to various S&T activities involving basic data and national standards, resource specimens, etc. The priority of the programme is the provision of a platform for the S&T research community (including both public and private sector) to share the use of state-funded S&T infrastructure.It uses Dedicated support to research infrastructures as policy instruments.",90
China,MEDIUM AND LONG-TERM PLAN FOR KEY NATIONAL TECHNOLOGY INFRASTRUCTURE CONSTRUCTION,"China's MEDIUM AND LONG-TERM PLAN FOR KEY NATIONAL TECHNOLOGY INFRASTRUCTURE CONSTRUCTION (2012 - Ongoing). Public research infrastructures will be developed in life science, environmental science, materials science, space science and other fields by the Medium and Long-Term Plan for Key National Technology Infrastructure Construction (2012-2030). It has the following objectives: To improve research infrastructure of public research organisations and HEIs in the fields of environmental studies, energy studies, material studies, nuclear physics, astronomy and engineering.It uses Dedicated support to research infrastructures as policy instruments.",84
Japan,JAPAN SCIENCE AND TECHNOLOGY AGENCY,"Japan's JAPAN SCIENCE AND TECHNOLOGY AGENCY (1957 - Ongoing). The Japan Science and Technology Agency (JST) is one of the core institutions responsible for the implementation of science and technology policy in Japan, including the government’s Science and Technology Basic Plan. It has the following objectives: To achieve innovation in science and technology through creative research and development.To maximize research outcomes by managing research resources on the virtual network.To develop the nation’s infrastructure for science and technology to accelerate innovation in science and technology.It uses Horizontal STI coordination bodies as policy instruments.",92
Japan,NEW ENERGY INDUSTRIAL TECHNOLOGY DEVELOPMENT ORGANISATION,"Japan's NEW ENERGY INDUSTRIAL TECHNOLOGY DEVELOPMENT ORGANISATION (1980 - Ongoing). The New Energy Industrial Technology Development Organisation (NEDO) provides funding on targeted technology development which involves the co-operation of universities, industry and other research actors. It has the following objectives: Addressing energy and global environmental problems: NEDO promotes greater utilization of new energy and improved energy conservation. NEDO also contributes to a stable energy supply and the resolution of global environmental problems.Enhancing industrial technology: With the aim of raising the level of industrial technology, NEDO pursues research and development of advanced new technology. NEDO provides funding on targeted technology development which involves the co-operation of universities, industry and other research actors.It uses Horizontal STI coordination bodies as policy instruments.",119
United Kingdom,POLICE INTELLECTUAL PROPERTY CRIME UNIT,United Kingdom's POLICE INTELLECTUAL PROPERTY CRIME UNIT (2013 - Ongoing). The Police Intellectual Property Crime Unit (PIPCU) is an operationally independent law enforcement unit dedicated to tackling serious and organised intellectual property crime (counterfeiting and piracy) affecting physical and digital goods. It has the following objectives: PIPCU is dedicated to tackling serious and organised intellectual property crime (counterfeiting and piracy) affecting physical and digital goods.It uses Creation or reform of governance structure or public body as policy instruments. and it has a budget of 1M-5M euros.,86
Slovenia,INTERDISCIPLINARY RESEARCH PROJECTS,"Slovenia's INTERDISCIPLINARY RESEARCH PROJECTS (2005 - Ongoing). Interdisciplinary research projects include the co-funding of basic, applicative, postdoctoral projects, and targeted research programme projects which are evaluated/propsed for funding by Interdisciplinary Research Council (ARRS) as atypical, multi or interdisciplinary projects not fitting within the traditional science disciplines. The share of funds for interdisciplinary research projects is steadily increasing from 2007. It has the following objectives: ARRS established Interdisciplinary Research Council to encourage interdisciplinary research.It uses Horizontal STI coordination bodies as policy instruments. and it has a budget of 1M-5M euros.",89
Belgium - Wallonia,OP IN PROGRAMME,Belgium - Wallonia's OP IN PROGRAMME (2012 - Ongoing). Support for organisational innovation or corporate process innovation It has the following objectives: OP IN aims to grant financial support to organisational and/or process innovation projectsIt uses Grants for business R&D and innovation as policy instruments. and it has a budget of Less than 1M euros.,55
Belgium - Brussels Capital,Technology Transfer Offices (TTOs) and Knowledge Transfer Offices (KTOs),Belgium - Brussels Capital's Technology Transfer Offices (TTOs) and Knowledge Transfer Offices (KTOs) (2006 - Ongoing). Innoviris funds several Technology Transfer Offices (TTOs) or Knowledge Transfer Office (KTOs) that facilitate exchanges between academia and business and promote the transfer of innovative ideas to the business sector. It has the following objectives: Valorisation of scientific results (technology transfer)Connecting academia and the business sectorManaging intellectual propertySupporting project development (e.g. identification of partners)It uses Technology extension and business advisory services as policy instruments. and it has a budget of 1M-5M euros.,88
Belgium - Brussels Capital,Applied PHD,"Belgium - Brussels Capital's Applied PHD (2011 - Ongoing). Funding of PhD students involved in public-private collaborative projects. It has the following objectives: Applied PHD is a measure which encourages doctoral students to carry out their PhD in collaboration with a Brussels enterprise, through collaborative projects between the academic and private sector.It uses Project grants for public research as policy instruments. and it has a budget of 1M-5M euros.",69
South Africa,CENTRES OF EXCELLENCE,"South Africa's CENTRES OF EXCELLENCE (2004 - Ongoing). The CoEs are physical or virtual centres of research that concentrate existing research excellence and capacity and resources to enable researchers to collaborate across disciplines and institutions on long-term projects that are locally relevant and internationally competitive in order to enhance the pursuit of research excellence and capacity development. The focus of the programme is on basic research, human capital development and knowledge generation/production. While targeted at funding basic research per se, the Centres of Excellence (CoE) programme provides subvention/top-up salaries to key research and administrative staff with the view to attaining a relatively satisfied R&D workforce. It has the following objectives: The Centres of Excellence (CoEs) programme aims to consolidate all the available human capital, infrastructure and financial resources towards focused multi- and inter-disciplinary research projects across different institutions (universities, science councils and other PRIs).The CoE programme targets, in an integrated manner, the development of the new generation of researchers, by creating a platform for long term interdisciplinary research collaboration.It uses Centres of excellence grants as policy instruments.",177
South Africa,NRF - NATIONAL NANOTECHNOLOGY EQUIPMENT PROGRAMME,"South Africa's NRF - NATIONAL NANOTECHNOLOGY EQUIPMENT PROGRAMME (2015 - Ongoing). The National Research Foundations National Nanotechnology Equipment Programme is a dedicated source of funding for the purchase or development of state-of-the-art research equipment in the nanotechnology field. The NNEP forms part of the implementation of the NNS, which is directed at positioning South Africa as a player in this rapidly advancing area of science and technology, by supporting the acquisition of research equipment for the analysis and characterisation of nanomaterials. It has the following objectives: Stimulate and support increased nanotechnology research by investing strategically in equipment for the characterisation of nanomaterials in support of the NNS;Build human resource capacity and infrastructure capacity in the area of nanoscience and nanotechnologyPromote regional, national and international research collaborations in nanoscienceand nanotechnologyEncourage access to equipment for research and training by postgraduate studentsSupport the creation of new and novel devices for the application of nanotechnology in various areasSupport and strengthen the strategic objectives of the NNS.It uses Dedicated support to research infrastructures as policy instruments.",171
Peru,FONDECYT FUNDS FOR SCIENTIFIC EQUIPMENT FOR PUBLIC UNIVERSITY LABORATORIES,"Peru's FONDECYT FUNDS FOR SCIENTIFIC EQUIPMENT FOR PUBLIC UNIVERSITY LABORATORIES (2015 - Ongoing). FONDECYT, with funds transferred by the Ministry of Education (MINEDU), finances up to 90% of the total acquisition cost of scientific equipment for public university laboratories. The equipment should cost at least PEN S/. 600,000.00 and maximum PEN S/. 1250,000.00. It has the following objectives: Upgrade the equipment of public universities.It uses Dedicated support to research infrastructures as policy instruments.",73
Poland,POLISH ROADMAP FOR RESEARCH INFRASTRUCTURES,"Poland's POLISH ROADMAP FOR RESEARCH INFRASTRUCTURES (2011 - Ongoing). The Polish Roadmap for Research Infrastructures is a strategic document to guide the development of future research initiatives of a national and international scale. It has the following objectives: The purpose of the Polish Roadmap for Research Infrastructures is to guide the development of future research infrastructure initiatives of a national and international scale in a long-term. At the same time, it corresponds to the European approach of linking national research strategies with the European ones under the auspices of the European Strategy Forum on Research Infrastructures (ESFRI). As an equivalent of the ESFRI, Roadmap PRRI is open for all scientific domains.It uses Strategies, agendas and plans as policy instruments.",119
Poland,MECHANISM FOR FINANCING RESEARCH INFRASTRUCTURE AND OPERATING RESEARCH UNITS,"Poland's MECHANISM FOR FINANCING RESEARCH INFRASTRUCTURE AND OPERATING RESEARCH UNITS (2013 - Ongoing). On 6 August 2013, the Council of Ministers adopted a draft law concerning the acquisition of CIT tax by firms of limited partnerships and limited joint-stock. It has the following objectives: nanIt uses Tax or social contributions relief for firms investing in R&D and innovation as policy instruments.",61
European Union,EUROPEAN BATTERY INNOVATION PROJECT,"European Union's EUROPEAN BATTERY INNOVATION PROJECT (2021 - Ongoing). The second Important Project of Common European Interest (IPCEI) in battery value chain to complement research and innovation of the first IPCEI in the battery value chain, which is expected to contribute to the development of a whole set of new technological breakthroughs, including different cell chemistries and novel production processes, and other innovations in the battery value chain, in addition to what will be achieved thanks to the first battery IPCEI. It has the following objectives: To encourage Member States to support highly innovative projects that make a clear contribution to economic growth, jobs and competitiveness so that they will provide incentives to companies to carry out the investment.To support research and innovation in the battery value chain.To develop technologies and processes that go beyond current technology and will allow major improvements in performance, safety and environmental impact.It uses Project grants for public research as policy instruments.",157
Croatia,Multi-annual institutional funding for research programme in public research institutes and universities,"Croatia's Multi-annual institutional funding for research programme in public research institutes and universities (2013 - Ongoing). This initiative allowed public research institutes and universities to benefit from multi-annual institutional funding for research, with funding amounts determined on the basis of institutional performance indicators. It has the following objectives: Promote an efficient and responsible public research systemIt uses Institutional funding for public research as policy instruments.",65
Croatia,Establishment of integrated doctoral degree programmes and/or doctoral schools,Croatia's Establishment of integrated doctoral degree programmes and/or doctoral schools (2014 - Ongoing). Founding integrated doctoral degree programmes and/or doctoral schools is one of the aims pointed out in UniRi Strategy 2014-20. It has the following objectives: By 2020. there should be 30% of doctorates awarded through integrated doctoral degree programmes/schoolsIt uses Creation or reform of governance structure or public body as policy instruments.,64
Croatia,Croatian Web Archive,Croatia's Croatian Web Archive (2004 - Ongoing). This initiative provides a collection of web resources as part of the Croatian national heritage It has the following objectives: Long-term preservation of web resources as part of the Croatian national heritageIt uses Information services and access to datasets as policy instruments.,49
Croatia,Digital Academic Repository,Croatia's Digital Academic Repository (2010 - Ongoing). This initiative provides access to digital versions of the oldest doctoral and master theses from Croatian universities It has the following objectives: Provide open access to Croatian doctoral and master thesesIt uses Information services and access to datasets as policy instruments.,48
Croatia,National Theses Repository,"Croatia's National Theses Repository (2015 - Ongoing). This initiative provides access to digital versions of scientific research, intellectual and creative property of Croatian scientific institutions It has the following objectives: Provide open access to scientific research, intellectual and creative property of Croatian scientific institutionsIt uses Information services and access to datasets as policy instruments.",54
Croatia,Open access mandate for thesis and dissertations (in the Act on scientific activity and higher education),Croatia's Open access mandate for thesis and dissertations (in the Act on scientific activity and higher education) (2013 - Ongoing). Croatian Law on science and higher education mandates that all higher education theses should be available in open access in corresponding university library repository. It has the following objectives: To increase the availability of Croatian higher education thesis and dissertations (in open access)It uses Information services and access to datasets as policy instruments.,73
Croatia,Strategic Committee for Reserach Infrastructure,"Croatia's Strategic Committee for Reserach Infrastructure (2015 - Ongoing). Strategic Committee for Reserach Infrastructure is a a body of prominent and independent experts in particular fields of science that counsel the Minister of Science, Education and Sports on different issues related to research infrastructure in Croatia.<br/>New members have been apointed in 2017. It has the following objectives: Duties and objectives of the Committee:recommending guidelines for development of national research infrastructures in Croatia and linking institutions in planning and implementation of large infrastructure projects of national importance with the purpose of increasing investment efficiencysuggesting annual plan for procurement and investment in servicing of research infrastructure in order to assist planning of national budget, including an adequate human resourcesencouraging setting of transparent valuation system of infrastructure projects, equipment procurement projects and projects envisaging usage of foreign or international infrastructuresconsidering requests for establishment of new or joining existing ESFRI projects and ERICs.counselling Croatian ESFRI delegates<br/> considering requests and providing recommendations for joining other international infrastructure projects/institutions in line with the set criteria<br/> recommending guidelines for development of measures that will entice cooperation of academia and industry in financing new equipment and joint usage of research infrastructure<br/> suggesting revision of Croatian research and innovation infrastructure Roadmap in line with the relevant strategic documents on the national and European level<br/> fostering networking activities and participating in providing information to research community, business sector and public on relevance and availability of research infrastructure<br/> assessing relevance of joining international research infrastructures and memberships financingIt uses Creation or reform of governance structure or public body as policy instruments.",260
Israel,ADVISORY COMMITTEE FOR CENTRAL RESEARCH INFRASTRUCTURE FOR THE ACADEMY,"Israel's ADVISORY COMMITTEE FOR CENTRAL RESEARCH INFRASTRUCTURE FOR THE ACADEMY (2013 - Ongoing). The committee, using area-focused sub-committees, prepared a set of prioritized recommendation for its establishment. It has the following objectives: To prepare a mapping of existing research infrastructures.To create a recommendation for a prioritized roadmap of necessary infrastructures, as well as a mechanism for updating them regularly.To regularly examine proposals and opportunities for setting up of new infrastructures and establishing partnerships in existing international infrastructures.It uses Policy intelligence (e.g. evaluations, benchmarking and forecasts) as policy instruments.",88
Australia,STRATEGIC ROADMAP FOR AUSTRALIAN RESEARCH INFRASTRUCTURE,"Australia's STRATEGIC ROADMAP FOR AUSTRALIAN RESEARCH INFRASTRUCTURE (2016 - Ongoing). The National Research Infrastructure Roadmap identifies priority research infrastructure for the coming decade in areas that will underpin research in which Australia can and needs to excel, to deliver long-term national benefit and foster strategic international partnerships. It has the following objectives: To provide advice to the Australian Government on future priorities for strategic investment in those key national research infrastructure capabilities that would support and develop Australia’s research capacity and underpin research and innovation outcomes over the next five to ten years.To work closely with the research sector, stakeholders and experts on identifying strategic priorities and future planning for national research infrastructure (NRI) facilities.To conduct regular priority setting and investment planning, acknowledging technology and scientific changes over time.To provide guidance to Government to support critical national research infrastructure facilities, such as projects within the National Collaborative Research Infrastructure Strategy (NCRIS), to operate with long term certainty.It uses Strategies, agendas and plans, Dedicated support to research infrastructures as policy instruments.",170
Australia,ARC CENTRES OF EXCELLENCE,"Australia's ARC CENTRES OF EXCELLENCE (2003 - Ongoing). ARC Centres of Excellence involve significant collaboration which allows the complementary research resources of universities, publicly funded research organisations, other research bodies, governments and businesses to be concentrated to support outstanding research. It has the following objectives: To undertake highly innovative and potentially transformational research that aims to achieve international standing in the fields of research envisaged and leads to a significant advancement of capabilities and knowledge.To link existing Australian research strengths and build critical mass with new capacity for interdisciplinary, collaborative approaches to address the most challenging and significant research problems.To develop relationships and build new networks with major national and international centres and research programs to help strengthen research, achieve global competitiveness and gain recognition for Australian research.To build Australia’s human capacity in a range of research areas by attracting and retaining, from within Australia and abroad, researchers of high international standing as well as the most promising research students.To provide high-quality postgraduate and postdoctoral training environments for the next generation of researchers.To offer Australian researchers opportunities to work on large-scale problems over long periods of time.<br/><br/> To establish Centres that have an impact on the wider community through interaction with higher education institutes, governments, industry and the private and non-profit sector.It uses Centres of excellence grants as policy instruments. and it has a budget of 1M-5M euros.",228
Austria,BENEFIT PROGRAMME (INTELLIGENT TECHNOLOGIES FOR OLDER PEOPLE),"Austria's BENEFIT PROGRAMME (INTELLIGENT TECHNOLOGIES FOR OLDER PEOPLE) (2008 - Ongoing). The Austrian programme ""benefit” promotes research and development of ICT products and services aimed at maintaining and improving the quality of life of older people and helping them to live more independently as long as possible. It has the following objectives: Enhancing innovation for improving the quality of life of older peopleIt uses Grants for business R&D and innovation as policy instruments. and it has a budget of 1M-5M euros.",81
Austria,RESEARCH PROGRAMME EARTH SYSTEM SCIENCES,"Austria's RESEARCH PROGRAMME EARTH SYSTEM SCIENCES (2013 - Ongoing). ESS supports interdisciplinary, multidisciplinary and transdisciplinary projects, long-term research projects and projects on currently little investigated themes with a scientific pioneering function in the study of the Earth System. It has the following objectives: Fill in gaps in the Austrian research landscape exploring the system of earth.Support of interdisciplinary projects, long-term research projects and pioneering research.It uses Project grants for public research as policy instruments. and it has a budget of 1M-5M euros.",82
Austria,ACDH AUSTRIAN CENTRE FOR DIGITAL HUMANITIES,"Austria's ACDH AUSTRIAN CENTRE FOR DIGITAL HUMANITIES (2014 - Ongoing). The Austrian Centre for Digital Humanities (ACDH) is a centre for digital methods and repositories in the humanities. It has the following objectives: To foster digital methods in the various fields of the humanities.To offer a portfolio of services, including a repository for digital language resources.To host and publish data.To develop software.To establish a tightly knit network of specialised knowledge centres to offer advice and guidance to the research community.It uses Information services and access to datasets as policy instruments. and it has a budget of Less than 1M euros.",100
