title,description,label_int,label
USDA confirms Asian soybean rust in US,"USDA #39;s Animal Plant Health Inspection Service (APHIS) this morning announced it has confirmed a detection of soybean rust from two test plots at Louisiana State University near Baton Rouge, Louisiana.",3,Business
"Indonesia's Megawati Apologizes, Warns on Terror"," JAKARTA (Reuters) - President Megawati Sukarnoputri urged  Indonesians on Thursday to accept the results of the country's  first direct election of a leader, but stopped short of  conceding defeat.",1,World
N-capable Ghaznavi missile test-fired,"ISLAMABAD: Pakistan early Monday test-fired its indigenously developed short-range nuclear-capable Ghaznavi missile, the Inter Services Public Relations (ISPR) said in a statement.",1,World
Microsoft #39;s procurement deals arouse concern,"While the US software giant Microsoft has achieved almost sweeping victories in government procurement projects in several Chinese provinces and municipalities, the process ",4,Sci/Tech
Cemex to buy British RMC Group,"Mexican Cemex, being the third largest cement maker in the world, agreed to buy its British competitor - RMC Group - for \$5.8 billion, as well as their debts in order to expand their activity on the building materials market of the USA and Europe.",3,Business
Windows XP Security Update Delayed,"Microsoft Corp. has delayed automated distribution of a major security upgrade to its Windows XP Professional operating system, citing a desire to give companies more time to test it.",4,Sci/Tech
Man tried for UK student's murder,The trial of a man accused of murdering York backpacker Caroline Stuttle begins in Australia.,1,World
Gateway spreads out at retail,"Gateway computers will be more widely available at Office Depot, in the PC maker #39;s latest move to broaden distribution at retail stores since acquiring rival eMachines this year. ",4,Sci/Tech
Silver lining navigated on high seas,"ATHENS -- US sailors needed a big day to bring home gold and bronze medals from the sailing finale here yesterday. But rolling the dice on windshifts and starting tactics backfired both in Star and Tornado classes, and the Americans had to settle for a single silver medal.",2,Sports
Intel Rolls Out Single-Core  #39;Madison #39; Chips,"Intel Corp. is refreshing its 64-bit Itanium 2 processor line with six new chips based on the Madison core. The new processors represent the last single-core Itanium chips that the Santa Clara, Calif.",4,Sci/Tech
AIG settles over accounting probe,The  world's largest insurance group pays \$126m in fines as part of a settlement with US regulators over its dealings with two firms.,3,Business
EU prepares green light for Turkey #39;s entry,"BRUSSELS: The EU sought Wednesday to keep pressure on Turkey over its bid to start talks on joining the bloc, as last-minute haggling seemed set to go down to the wire at a summit poised to give a green light to Ankara.",1,World
State Department Counterterror Chief Quits (AP),"AP - J. Cofer Black, the State Department official in charge of counterterrorism, is leaving government in the next few weeks.",1,World
Broadband used by 51 percent of online population,"For the first time, broadband connections are reaching more than half (51 percent) of the American online population at home, according to measurement taken in July by Nielsen/NetRatings, a Milpitas-based Internet audience measurement and research ...",4,Sci/Tech
Cavaliers Activate Forward Luke Jackson (AP),AP - Cavaliers forward Luke Jackson was activated Wednesday after missing five games because of tendinitis in his right knee. Cleveland also placed forward Sasha Pavlovic on the injured list.,2,Sports
John Player to lay off 90 workers,The tobacco firm John Player  amp; Sons has announced plans to lay off 90 workers at its cigarette factory in Dublin. The company said it was planning a phased closure of the factory between now and February as part of a review of its global operations.,3,Business
Fed: Consumers Borrowed Freely in Sept. (AP),"AP - Consumers borrowed more freely in September, especially when it came to racking up charges on their credit cards, the Federal Reserve reported Friday.",3,Business
US drafts new UN resolution on Sudan over Darfur (AFP),"AFP - The United States presented a draft UN resolution that steps up the pressure on Sudan over the crisis in Darfur, including possible international sanctions against its oil sector.",1,World
"At least 33 killed, 70 wounded in Pakistan bombings (AFP)","AFP - At least 33 people were killed and dozens others wounded when two bombs ripped through a congregation of Sunni Muslims in Pakistan's central city of Multan, police said.",1,World
College Loans Need Creative Change,"Bold, innovative solutions are key to addressing the rapidly rising costs of higher education and the steady reduction in government-subsidized help to finance such education.",3,Business
Ground-Level Views of What Needs Fixing,"Just as the PhD crowd emerge with different interpretations of today's economy, everyday Americans battling to balance the checkbook hold diverse opinions about where things stand now and in the future.",3,Business
Lions put it into perspective,The Brisbane Lions #39; football manager stepped out of the changerooms just before six o #39;clock last night and handed one of the milling supporters a six-pack of beer.,2,Sports
Just flush with pride,"Authorities here are always eager to show off their accomplishments, so when Beijing hosted the World Toilet Organization conference last week, delegates were given a grand tour of the city's toilets.",3,Business
Cavs owner in  #39;serious #39; negotiations to sell team,"Cavaliers owner Gordon Gund is in  quot;serious quot; negotiations to sell the NBA franchise, which has enjoyed a dramatic financial turnaround since the arrival of star LeBron James.",2,Sports
"US is urged to adopt new, diverse energy policy","WASHINGTON Trying to break a deadlock on energy policy, a diverse group of environmentalists, academics and former government officials were to publish a report on Wednesday that presents strategies for making the United States cleaner, more competitive ",3,Business
Day 6 Roundup: China back on winning track,"After two days of gloom, China was back on the winning rails on Thursday with Liu Chunhong winning a weightlifting title on her record-shattering binge and its shuttlers contributing two golds in the cliff-hanging finals. ",2,Sports
Finding a Power Stroke When Most Hitters Start to Fade,"One question that arises whenever a player is linked to steroids is, ""What would he have done without them?"" Baseball history whispers an answer.",2,Sports
Bhopal victims commemorate 20th anniversary of disaster (AFP),AFP - A series of torchlight rallies and vigils were held after darkness fell on this central Indian city as victims and activists jointly commemorated a night of horror 20 years ago when lethal gas leaked from a pesticide plant and killed thousands.,1,World
Review: Microsoft's OneNote Organizes Data,"Consider the New World of Information - stuff that, unlike the paper days of the past, doesn't always physically exist. You've got notes, scrawlings and snippets, Web graphics, photos and sounds. Stuff needs to be cut, pasted, highlighted, annotated, crossed out, dragged away. And, as Ross Perot used to say (or maybe it was Dana Carvey impersonating him), don't forget the graphs and charts.",4,Sci/Tech
Golf: Round 2 of Canadian Open Resumes Saturday,"The second round of the Canadian Open golf tournament continues Saturday Glenn Abbey Golf Club in Oakville, Ontario, after play was suspended late Friday due to darkness.",2,Sports
Russia LNG Project in N. American Deal,A consortium led by Royal Dutch/Shell Group that is developing gas reserves off Russia #39;s Sakhalin Island said Thursday it has struck a US\$6 billion (euro4.,3,Business
Hollywood sues computer server operators in major anti-piracy move,"Major Hollywood studios on Tuesday announced scores of lawsuits against computer server operators worldwide, including eDonkey, BitTorrent and DirectConnect networks, for allowing trading of pirated movies.",4,Sci/Tech
"New York Unveils Last, Best Bid to Gain the Olympics in 2012","A massive plan to attract the 2012 Summer Olympics to New York, touting the city's diversity, financial and media power, was revealed Wednesday.",2,Sports
Zimbabwe Convicts Accused  #39;Mercenary #39; for Weapons,"A Zimbabwe court Friday convicted a British man accused of leading a coup plot against the government of oil-rich Equatorial Guinea on weapons charges, but acquitted most of the 69 other men held with him.",1,World
"Sports venues look to score with wireless, HDTV","But will Wi-Fi, high-definition broadcasts, mobile messaging and other enhancements improve the game, or wreck it?\&lt;br /&gt; Photos of tech-friendly parks\",4,Sci/Tech
Audit of referendum supports Chavez,"An audit by international observers supported official elections results that gave President Hugo Chavez a victory over a recall vote against him, the secretary-general of the Organisation of American States announced.",3,Business
Fatal stabbings raise concern over dangerous holiday party season for teens (Canadian Press),"Canadian Press - TORONTO (CP) - The fatal stabbing of a young man trying to eject unwanted party guests from his family home, the third such knifing in just weeks, has police worried about a potentially fatal holiday recipe: teens, alcohol and knives.",1,World
F1 test vetoed,NICK Heidfeld #39;s test with Williams has been brought forward after BAR blocked plans for Anthony Davidson to drive its Formula One rival #39;s car.,2,Sports
Subway suicide bomb kills 10,"MOSCOW - A female suicide bomber set off a shrapnel-filled explosive device outside a busy Moscow subway station on Tuesday night, officials said, killing 10 people and injuring more than 50.",1,World
Park uses late rally to take lead at Wachovia Classic,Grace Park closed with an eagle and two birdies for a 7-under-par 65 and a two-stroke lead after three rounds of the Wachovia LPGA Classic on Saturday.,2,Sports
Ivory Coast military planes attack ex-rebel Bouake,"ABIDJAN (AFP) - Two Ivory Coast military aircraft carried out a second raid on Bouake, the stronghold of the former rebel New Forces (FN) in the divided west African country, a French military source told AFP.",1,World
"Beltran, Astros Advance",Carlos Beltran drives in five runs to carry the Astros to a 12-3 rout of the Braves in Game 5 of their first-round NL playoff series.,2,Sports
Phone Lines Deliver Next-Gen TV,"On-demand viewing isn't just for TiVo owners anymore. Television over internet protocol, or TVIP, offers custom programming over standard copper wires.",4,Sci/Tech
Apple warns about bad batteries,"Apple is recalling 28,000 faulty batteries for its 15-inch Powerbook G4 laptops.",3,Business
Fighters Look to Separate Themselves From Crowd,"Since Lennox Lewis #39;s retirement, the heavyweight division has been knocked for having more quantity than quality. Eight heavyweights on Saturday night #39;s card at Madison Square Garden hope to change that perception, at least for one night.",2,Sports
PalmSource Takes the Wraps Off Palm OS Cobalt 6.1,"PalmSource #39;s European developer conference is going on now in Germany, and this company is using this opportunity to show off Palm OS Cobalt 6.1, the latest version of its operating system.",4,Sci/Tech
CA #39;s ex-CEO is indicted on fraud,The former Chief Executive Officer of Computer Associates was indicted by a federal grand jury in New York Wednesday for allegedly participating in a massive fraud conspiracy and an elaborate cover up of a scheme that cost investors ,3,Business
"Ballmer bullish on future, bearish on Linux","Speaking to members of the Massachusetts Software Council, Microsoft CEO Steve Ballmer touted a bright future for technology but warned his listeners to think twice before adopting open-source products like Linux.",4,Sci/Tech
Cerulean gives Trillian 3.0 IM sneak peek,"MIAMI - The Trillian instant messaging (IM) application will feature several enhancements in its upcoming version 3.0, including new video and audio chat capabilities, enhanced IM session logs and integration with the Wikipedia online encyclopedia, according to information posted Friday on the product developer's Web site.",4,Sci/Tech
Honeywell to Buy Novar to Expand in Building Products (Update9),"Honeywell International Inc., the world #39;s largest supplier of building controls, agreed to buy Novar Plc for 798 million pounds (\$1.53 billion) to expand its security, fire and ventilation-systems business in Europe.",3,Business
Weisel settles charges,San Francisco investment bank Thomas Weisel Partners on Thursday agreed to pay \$12.5 million to settle allegations that some of the stock research the bank published during the Internet boom was tainted by conflicts of interest.,3,Business
Indonesia's Yudhoyono rejects foreign help to solve Aceh conflict (AFP),"AFP - A state of civil emergency in the rebellion-hit Indonesian province of Aceh has been formally extended by six month, as the country's president pledged to end violence there without foreign help.",1,World
IRA Adventures (Forbes.com),"Forbes.com - Peter Frankling tapped an unusual source to fund his new business, which makes hot-dog-shaped ice cream treats known as Cool Dogs: Two investors, one a friend and the other a professional venture capitalist, put in more than  #36;100,000 each from their Individual Retirement Accounts. Later Franklin added  #36;150,000 from his own IRA.",3,Business
"Netflix, TiVo to Develop Joint Product (Reuters)","Reuters - Online DVD rental service Netflix Inc.\and TiVo Inc., maker of a digital video recorder, on Thursday\said they have agreed to develop a joint entertainment\offering, driving shares of both companies higher.",4,Sci/Tech
Broker sued in bid-rig inquiry,A San Diego insurance brokerage has been sued by New York Attorney General Elliot Spitzer for allegedly soliciting payoffs in exchange for steering business to preferred insurance companies.,3,Business
EU agrees to lift tariffs on US goods,"The European Union agreed Monday to lift penalties that have cost American exporters \$300 million, following the repeal of a US corporate tax break deemed illegal under global trade rules.",3,Business
"Powell spoke to Singh, Kasuri ahead of talks",US Secretary of State Colin Powell on Monday said he had spoken to both Indian Foreign Minister K Natwar Singh and his Pakistani counterpart Khurshid Mahmud Kasuri late last week before the two met in New Delhi this week for talks.,1,World
Mets Stun Cubs 4-3 on Walk-Off HR in 11th,"NEW YORK - Victor Diaz hit a tying, three-run homer with two outs in the ninth inning, and Craig Brazell's first major league home run in the 11th gave the New York Mets a stunning 4-3 victory over the Chicago Cubs on Saturday.    The Cubs had much on the line...",1,World
"54 dead, million flee homes as rains lash northeast India, Bangladesh (AFP)","AFP - At least 54 people have died and more than a million have fled their homes as torrential rains lashed parts of India and Bangladesh, officials said.",1,World
Calif. OKs Toughest Auto Emissions Rules,"LOS ANGELES - California has adopted the world's first rules to reduce greenhouse emissions for autos, taking what supporters see as a dramatic step toward cleaning up the environment but also ensuring higher costs for drivers.    The rules may lead to sweeping changes in vehicles nationwide, especially if other states opt to follow California's example...",1,World
Global Markets: European Shares Climb," LONDON (Reuters) - European stock markets scaled near-2-1/2  year highs on Friday as oil prices held below \$48 a barrel, and  the euro held off from mounting another assault on \$1.30 but  hovered near record highs against the dollar.",3,Business
Tim Duncan and Spurs torch Kicks 99-81,"Tim Duncan had 17 points and 10 rebounds, helping the San Antonio Spurs to a 99-81 victory over the New York Kicks. This was the Spurs fourth straight win this season.",2,Sports
"Ganguly, Harbhajan ruled out of second Test",Nagpur: India suffered a double blow even before the first ball was bowled in the crucial third cricket Test against Australia on Tuesday when captain Sourav Ganguly and off spinner Harbhajan Singh were ruled out of the match.,2,Sports
Stand by your man: Parties defend candidates after Bush-Kerry debate (AFP),AFP - Republican and Democratic leaders each declared victory after the first head-to-head sparring match between President George W. Bush and Democratic presidential hopeful John Kerry.,1,World
Consoles in terribly short supply,"THIS YULE is all about console supply and there #39;s precious little units around, it has emerged. Nintendo has announced that it is going to ship another 400,000 units of its DS console to the United States to meet the shortfall there.",4,Sci/Tech
Samsung expects to see  #39;05 chip growth halved,"Annual global semiconductor sales growth will probably fall by half in 2005 and memory chip sales could collapse as a supply glut saps prices, world-leading memory chip maker Samsung Electronics said on Monday.",4,Sci/Tech
VoIP Vs. Conventional Telephones,"NEW YORK - Traditional phone systems may be going the way of the Pony Express. Voice-over-Internet Protocol, technology that allows users to make and receive phone calls using the Internet, is giving the old circuit-switched system a run for its money.",4,Sci/Tech
Mets Hire Former Yankees Hitting Coach (AP),"AP - Former New York Yankees hitting coach Rick Down was hired for the same job by the Mets on Friday, reuniting him with new manager Willie Randolph.",2,Sports
The hounding of Kofi Annan,"Last night in New York, the UN secretary-general was given a standing ovation - a robust response to a series of attacks in past weeks.",1,World
"Mauresmo, Davenport reach semis in Germany",FILDERSTADT (Germany) - Amelie Mauresmo and Lindsay Davenport took their battle for the No. 1 ranking and Porsche Grand Prix title into the semi-finals with straight-sets victories on Friday.,2,Sports
Atkins Sees Diet Pickup After New Year (Reuters),"Reuters - The company behind the Atkins Diet\on Friday shrugged off a recent decline in interest in low-carb\diets as a seasonal blip, and its marketing chief said\consumers would cut out starchy foods again after picking up\pounds over the holidays.",3,Business
Honda #39;s Perpetual Motion Machines,There #39;s something to be said for being the  quot;first mover quot; in an industry trend. Those years of extra experience in tinkering with a new idea can be invaluable in helping the first ,3,Business
Africa specialists expect boost in production of malaria nets,"JOHANNESBURG -- Meeting in Nigeria four years ago, African leaders set a goal that 60 percent of children and pregnant women in malaria-affected areas around the continent would be sleeping under bed nets by the end of 2005.",1,World
La. Reports First Cases of Soybean Rust (AP),"AP - The first U.S. cases of the fungus soybean rust, which hinders plant growth and drastically cuts crop production, were found at two research sites in Louisiana, officials said Wednesday.",4,Sci/Tech
Cards vs. Jets quarter-by-quarter,"Carter returned, but it was running back Curtis Martin and the offensive line that put the Jets ahead. Martin rushed for all but 10 yards of a 45-yard drive that stalled at the Cardinals 10.",2,Sports
MyDoom Virus Writing Not a Resume Builder," quot;There #39;s no way anyone would hire them to fight viruses, quot; said Sophos security analyst Gregg Mastoras.  quot;For one, no security firm could maintain its reputation by employing hackers.",4,Sci/Tech
Symantec backpedals over mislabelled Trojan,"Symantec has revoked its decision to blacklist a program that allows Web surfers in China to browse government-blocked Web sites. The move follows reports that the firm labelled the Freegate program, which ",4,Sci/Tech
Before-the-Bell: Chiron Shares Stumble," NEW YORK (Reuters) - Shares of Chiron Corp. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=CHIR.O target=/stocks/quickinfo/fullquote""&gt;CHIR.O&lt;/A&gt; fell 7  percent before the market open on Friday, a day after the  biopharmaceutical company said it is delaying shipment of its  flu vaccine, Fluvirin, because lots containing 4 million  vaccines do not meet product sterility standards.",3,Business
FCC chief pushes to protect Net phone services,The nation's top telecommunications regulator said yesterday he will push -- before the next president is inaugurated -- to protect fledgling Internet telephone services from getting taxed and heavily regulated by the 50 state governments.,3,Business
Bill Gates Signs UNESCO Agreement,"Microsoft has signed a pact to work with the United Nations Educational, Scientific and Cultural Organization (UNESCO) to increase computer use, Internet access and teacher training in developing countries.",4,Sci/Tech
San Diego Chargers,DENVER (Ticker) -- Jake Plummer more than made up for a lack of a running game. Plummer passed for 294 yards and two touchdowns as the Denver Broncos posted a 23-13 victory over the San Diego Chargers in a battle of AFC West Division rivals.,2,Sports
KING/5 owner Belo plans to cut jobs,"DALLAS -- Belo Corp. said yesterday that it would cut 250 jobs, more than half of them at its flagship newspaper, The Dallas Morning News, and that an internal investigation into circulation overstatements ",3,Business
Honolulu Residents Vote for Mayor (AP),"AP - Duke Bainum outspent Mufi Hannemann in Honolulu's most expensive mayoral race, but apparently failed to garner enough votes in Saturday's primary to claim the office outright.",1,World
"Briefly: Lawmakers to vote on spyware, piracy bills",roundup Plus: Microsoft tests Windows Marketplace...Nortel delays financials again...Microsoft updates SharePoint.,4,Sci/Tech
Fed #39;s Santomero says rate rises have a way to go,"The Federal Reserve still has some way to go to restore US interest rates to more normal levels, Philadelphia Federal Reserve President Anthony Santomero said on Monday.",3,Business
Call him Jolly Ol #39; St. Rick,It took all of about five minutes of an introductory press conference Wednesday at Heritage Hall for USC basketball to gain something it never really had before.,2,Sports
Delta Auditor Concerned About Airline,"Delta Air Lines (DAL.N: Quote, Profile, Research) said on Wednesday its auditors have expressed doubt about the airline #39;s financial viability.",3,Business
Scotsman praised as media urged to keep Dafur in spotlight,POLITICIANS and aid agencies yesterday stressed the importance of the media in keeping the spotlight on the appalling human rights abuses taking place in the Darfur region of Sudan.,1,World
Yankees' AL East Lead Drops to 3 1/2 Games (AP),AP - The Boston Red Sox looked at the out-of-town scoreboard and could hardly believe what they saw. The New York Yankees were trailing big at home against the Cleveland Indians in what would be the worst loss in the 101-year history of the storied franchise.,2,Sports
"With One Life to Live, the Red Sox Want It Now","The Red Sox will either complete an amazing comeback as the first team to rebound from a 3-0 deficit in postseason history, or the Yankees will stop them.",2,Sports
Poor diet linked to bad behaviour,"\Children who have a poor diet are more likely to become aggressive and anti-social, US researchers believe.",1,World
Microsoft liberates more code,"OPEN SOURCE champion Microsoft is expanding its programme to give government organisations some of its source code. In a communique from the lair of the Vole, in Redmond, spinsters have said that Microsoft ",4,Sci/Tech
Sox reach agreement with Clement,"The Red Sox have reached agreement with free agent pitcher Matt Clement yesterday on a three-year deal that will pay him around \$25 million, his agent confirmed yesterday.",2,Sports
Ronin says target statement due soon,Takeover target Ronin Property Group said it would respond to an offer by Multiplex Group for all the securities in the company in about three weeks.,3,Business
Stripper shortage reflects industry demands for more demeaning acts: expert (Canadian Press),"Canadian Press - OTTAWA (CP) - Contrary to Immigration Department claims, there is no shortage of native-borne exotic dancers in Canada, says a University of Toronto law professor who has studied the strip club business.",1,World
"No Picnic, but Yanks Are Far From Panic","HEN Manny Ramirez and David Ortiz hit consecutive home runs Sunday night in Chicago to put the Red Sox ahead, there was dancing in the streets in Boston.",2,Sports
"Looking for a rare read? Soon, you #39;ll just Google it",Google Inc. is trying to establish an online reading room for five major libraries by scanning stacks of hard-to-find books into its widely used Internet search engine.,3,Business
IHS ENERGY acquiert Cambridge Energy Research Associates (CERA),"HOUSTON--(BUSINESS WIRE)--Sept. 1, 2004-- L #39;operazione crea una centrale globale per l #39;analisi strategica el #39;approfondimento del settore energetico IHS Energy, fonte globale leader di software, analisi e informazioni ",3,Business
EU sure of deal on status of Cyprus,"The European Union presidency yesterday expressed optimism that a deal could be struck over Turkey #39;s refusal to recognize Cyprus in the lead-up to next weekend #39;s EU summit, which will decide whether to give Ankara a date for the start of accession talks.",1,World
Bush Vows Second-Term Push for Palestinian State, WASHINGTON (Reuters) - President Bush on Friday set a  four-year goal of seeing a Palestinian state established and he  and British Prime Minister Tony Blair vowed to mobilize  international support to help make it happen now that Yasser  Arafat is dead.,1,World
Truth Wizards: They know a lie when they hear it,"WASHINGTON Can you always tell when somebody #39;s lying? If so, you might be a wizard of the fib. A California psychology professor says there #39;s a tiny subculture of people that can pick out a lie nearly every time they hear one.",4,Sci/Tech
Sudan Questions WHO Darfur Deaths Figures," KHARTOUM (Reuters) - Sudan on Saturday questioned U.N.  estimates that up to 70,000 people have died from hunger and  disease in its remote Darfur region since a rebellion began 20  months ago.",1,World
Acceptance Letters,"Type design was once the province of skilled artisans. With the help of new computer programs, neophytes have flooded the Internet with their creations.",4,Sci/Tech
RCN Outlines Bankruptcy,"RCN Inc., co-owner of Starpower Communications LLC, the Washington area television, telephone and Internet provider, filed a plan of reorganization yesterday that it said puts the company ",4,Sci/Tech
Hokies' victory is sweeter this season,"MIAMI -- Bryan Randall grabbed a set of Mardi Gras beads and waved them aloft, while his teammates exalted in the prospect of a trip to New Orleans.",2,Sports
Valiant &lt;em&gt;Reg&lt;/em&gt; readers save internet,&lt;strong&gt;Letters&lt;/strong&gt; Reports of demise premature,4,Sci/Tech
Nuggets add to Raptors woes,"TORONTO (CP) - With an injured Vince Carter on the bench, the Toronto Raptors dropped their sixth straight game Friday, 101-87 to the Denver Nuggets.",2,Sports
AirTran CEO Sees Another Airline Liquidation Soon,"The US airline industry, riddled with excess supply, will see a significant drop in capacity, or far fewer seats, as a result of at least one airline liquidating in the next year, according to AirTran Airways Chief Executive Joe Leonard.",3,Business
Stonecipher: Boeing Will Win US Air-Tanker Deal In The End,"Boeing (nyse: BA - news - people ) Chief Executive Harry Stonecipher is keeping the faith. On Monday, the head of the aerospace and military contractor insists he #39;s confident his firm will ultimately win out ",3,Business
Rivalry Lives Up to Hype,"While not quite a return to glory, Monday represents the Redskins' return to the national consciousness.",2,Sports
National Foods posts increased net profit,"Australia #39;s biggest supplier of fresh milk, National Foods, has posted a net profit of \$68.7 million, an increase of 14 per cent on last financial year.",3,Business
DRUG LIABILITY: Attorneys want to query Merck CEO,Lawyers for customers suing Merck  amp; Co. want to question CEO Raymond Gilmartin about what he knew about the dangers of Vioxx before the company withdrew the drug from the market because of health hazards.,3,Business
Singh named player of the year,"Vijay Singh has won the US PGA Tour player of the year award for the first time, ending Tiger Woods #39;s five-year hold on the honour.",2,Sports
Sanjay Kumar indicted for fraud,"New York; September 23, 2004 - The Department of Justice (DoJ), FBI and US Attorney #39;s Office handed down a 10-count indictment against former Computer Associates (CA) chairman and CEO Sanjay Kumar and Stephen Richards, former CA head of worldwide sales.",3,Business
At least four Georgian soldiers killed in separatist region clashes (AFP),"AFP - At least four Georgian soldiers were killed and five wounded in overnight clashes in Georgia's separatist, pro-Russian region of South Ossetia, Georgian officers near the frontline with Ossetian forces said early Thursday.",1,World
Chronology of Intel #39;s delays and cancellations,"Intel, the world #39;s largest chip maker, scrapped a plan Thursday to enter the digital television chip business, marking a major retreat from its push into consumer electronics.",4,Sci/Tech
Pacific Hydro lures bidders,PACIFIC Hydro shares yesterday caught an updraught that sent them more than 20 per cent higher after the wind farmer moved to flush out a bidder.,3,Business
Schroder reaffirms support for Turkeys bid,"The European Commission is expected later this week to recommend EU membership talks with Turkey. Meanwhile, German Chancellor Gerhard Schroeder and Turkish Prime Minister Tayyip Erdogan are anticipating a  quot;positive report.",1,World
US tops the spam league,"The US is the originator of over 42 of the worlds unsolicited commercial e-mail, making it the worst offender in a league table of the top 12 spam producing countries published yesterday by anti-virus firm Sophos.",4,Sci/Tech
US Consumers Anxious About Lack of Hiring," NEW YORK (Reuters) - U.S. consumer confidence retreated in  August while Chicago-area business activity slowed, according  to reports on Tuesday that added to worries the economy's patch  of slow growth may last beyond the summer.",3,Business
Intel Prepares for the future,"Intel is drawing the curtain on some of its future research projects to continue making transistors smaller, faster, and less power-hungry out as far as 2020.",4,Sci/Tech
England Doubles Up Poland,England got strikes from sparkling debut starter Jermain Defoe and Michael Owen to defeat Poland in a Uefa World Cup qualifier in Chorzow.,2,Sports
Canada to relax drug law,The Canadian government signalled its intention yesterday to reintroduce legislation to decriminalise the possession of small amounts of marijuana.,1,World
Anti-spam plan overwhelms sites,A screensaver targeting spam-related websites appears to have been too successful.,1,World
"Els, Westwood win Match Play semifinals",Titleholder Ernie Els moved within sight of a record sixth World Match Play title on Saturday by solving a putting problem to overcome injured Irishman Padraig Harrington 5 and 4.,2,Sports
Nats get DC #39;s nod,"If the Washington Nationals never win a pennant, they have no reason to ever doubt that DC loves them. Yesterday, the District City Council tentatively approved a tab for a publicly financed ballpark that could amount to as much as \$630 million.",2,Sports
News.com Extra: Can billions of political spam emails sway the election?,Plus: Experts fear Check 21 could lead to massive bank fraud.,4,Sci/Tech
More American Youths Abusing Prescription Drugs,"By SIOBHAN McDONOUGH    WASHINGTON (AP) -- Fewer American youths are using marijuana, LSD and Ecstasy, but more are abusing prescription drugs, says a government report released Thursday.    The 2003 National Survey on Drug Use and Health also found youths and young adults are more aware of the risks of using pot once a month or more frequently...",4,Sci/Tech
Ivory Coast Warplanes Kill 9 French Soldiers, ABIDJAN (Reuters) - Ivory Coast warplanes killed nine  French soldiers on Saturday in a bombing raid during the  fiercest clashes with rebels for 18 months and France hit back  by destroying most of the West African country's small  airforce.,1,World
Unilever reviews earnings targets,"Unilever has reported a three percent rise in third-quarter earnings but warned it is reviewing its targets up to 2010, after issuing a shock profits warning last month.",3,Business
Photo: Giant digital image,A TNO engineer prepares to start capturing images for the world's biggest digital photo.,4,Sci/Tech
"One player suspended, another dismissed by Fulmer","Defensive back Brandon Johnson, who had two interceptions for Tennessee at Mississippi, was suspended indefinitely Monday for violation of team rules.",2,Sports
Busch stays on top as the Chase turns at Phoenix,"Points leader Kurt Busch spun out and ran out of fuel, and his misfortune was one of the reasons crew chief Jimmy Fennig elected not to pit with 20 laps to go.",2,Sports
Oil Retreat Deepens Ahead of U.S. Data, LONDON (Reuters) - Oil prices extended recent heavy losses  on Wednesday ahead of weekly U.S. data expected to show fuel  stocks rising in time for peak winter demand.,3,Business
Money no object as Russian teams go after locked out NHL stars,(CP) - The NHL all-star game hasn #39;t been cancelled after all. It #39;s just been moved to Russia. The agent for New York Rangers winger Jaromir Jagr confirmed Monday that the Czech star had joined Omsk Avangard ,2,Sports
PalmOne pushes out Treo update,"PalmOne is aiming to sharpen up its image with the launch of the Treo 650 on Monday. As previously reported, the smart phone update has a higher-resolution screen and a faster processor than the previous top-of-the-line model, the Treo 600.",4,Sci/Tech
Militants rebuff Abbas truce idea,"GAZA CITY, Gaza Strip -- Islamic militant groups behind many suicide bombings dismissed yesterday a call from Mahmoud Abbas, the interim Palestinian leader, to halt attacks in the run-up to a Jan. 9 election to replace Yasser Arafat.",1,World
Asian Leaders Urged to Prompt N. Korea to Resume Talks,Secretary of State Colin Powell is wrapping up an East Asia trip focused on prodding North Korea to resume talks aimed at ending its nuclear-weapons program.,1,World
Relay debacle ends Jones #39; jinxed games,"HERE in the land of myth, that familiar god of sports -- karma -- threw a bolt of lightning into the Olympic stadium yesterday. Marion Jones lunged desperately with her baton in the 4 x 100m relay final, but couldn #39;t reach her target.",2,Sports
MIT Warns of Critical Vulnerabilities in Kerberos 5,"kinrowan writes  quot;MIT, inventor of Kerberos, has announced a pair of vulnerabities in the software that will allow an attacker to either execute a DOS attack or execute code on the machine.",4,Sci/Tech
Painkiller risk to gut revealed,"The risk of intestinal damage from common painkillers may be higher than thought, research suggests.",1,World
Earthquakes rattle western Japan,"AN earthquake measuring 7.3 on the Richter Scale hit western Japan this morning, just hours after another strong quake rocked the area.",1,World
Vodafone #39;s New Handsets To Beat Rivals,Vodafone has increased the competition ahead of Christmas with plans to launch 10 handsets before the festive season. The Newbury-based group said it will begin selling the phones in November.,3,Business
Roger Waters Goes to War with Online Tracks (Reuters),"Reuters - Former Pink Floyd mainman Roger\Waters released two new songs, both inspired by the U.S.-led\invasion of Iraq, via online download outlets Tuesday.",4,Sci/Tech
Former Enron asst treasurer strikes plea deal,"A former assistant treasurer at Enron Corp. (ENRNQ.PK: Quote, Profile, Research) agreed to plead guilty to conspiracy to commit securities fraud on Tuesday and will cooperate with ",3,Business
No Apology from UK Prince After Nightclub Scuffle,"Britain #39;s Prince Harry, struggling to shed a growing  quot;wild child quot; image, won #39;t apologize to a photographer he scuffled with outside an exclusive London nightclub, a royal spokesman said on Saturday.",1,World
UK house prices  #39;fell in October #39;,"UK house prices fell by 1.1 in October, confirming a softening of the housing market, Halifax has said. The UK #39;s biggest mortgage lender said prices rose 18.",3,Business
